,n,p_0,p_1,boundary,isArtifact
recently,4,0.0,1.0,1.7076747986796954,False
hogwash,4,1.0,0.0,1.7076747986796954,False
perpetual,4,0.75,0.25,1.7076747986796954,False
reinvents,4,0.0,1.0,1.7076747986796954,False
smuggling,4,1.0,0.0,1.7076747986796954,False
divided,4,1.0,0.0,1.7076747986796954,False
assaultive,4,1.0,0.0,1.7076747986796954,False
noticed,4,1.0,0.0,1.7076747986796954,False
keg,4,1.0,0.0,1.7076747986796954,False
storytellers,4,0.0,1.0,1.7076747986796954,False
oscars,4,1.0,0.0,1.7076747986796954,False
lynne,4,0.0,1.0,1.7076747986796954,False
pinks,4,0.25,0.75,1.7076747986796954,False
y,4,0.0,1.0,1.7076747986796954,False
tu,4,0.0,1.0,1.7076747986796954,False
mamá,4,0.0,1.0,1.7076747986796954,False
también,4,0.0,1.0,1.7076747986796954,False
archibald,4,0.0,1.0,1.7076747986796954,False
indecipherable,4,1.0,0.0,1.7076747986796954,False
stoner,4,0.75,0.25,1.7076747986796954,False
deconstruction,4,0.75,0.25,1.7076747986796954,False
adept,4,0.5,0.5,1.7076747986796954,False
looseness,4,1.0,0.0,1.7076747986796954,False
beg,4,1.0,0.0,1.7076747986796954,False
snapping,4,1.0,0.0,1.7076747986796954,False
handiwork,4,0.0,1.0,1.7076747986796954,False
fruitful,4,0.0,1.0,1.7076747986796954,False
conceal,4,1.0,0.0,1.7076747986796954,False
currently,4,0.0,1.0,1.7076747986796954,False
jacobi,4,0.75,0.25,1.7076747986796954,False
competing,4,0.0,1.0,1.7076747986796954,False
lawyers,4,0.0,1.0,1.7076747986796954,False
hailed,4,0.0,1.0,1.7076747986796954,False
underutilized,4,0.75,0.25,1.7076747986796954,False
modernizes,4,0.75,0.25,1.7076747986796954,False
label,4,1.0,0.0,1.7076747986796954,False
favored,4,0.75,0.25,1.7076747986796954,False
opportunism,4,0.75,0.25,1.7076747986796954,False
introverted,4,0.5,0.5,1.7076747986796954,False
fetishes,4,0.5,0.5,1.7076747986796954,False
paved,4,0.75,0.25,1.7076747986796954,False
hoopla,4,0.0,1.0,1.7076747986796954,False
prewwii,4,0.0,1.0,1.7076747986796954,False
pointedly,4,0.0,1.0,1.7076747986796954,False
willingly,4,0.0,1.0,1.7076747986796954,False
hideousness,4,0.75,0.25,1.7076747986796954,False
airy,4,0.0,1.0,1.7076747986796954,False
peril,4,0.0,1.0,1.7076747986796954,False
backstabbing,4,0.5,0.5,1.7076747986796954,False
jettisoned,4,0.75,0.25,1.7076747986796954,False
tie,4,0.0,1.0,1.7076747986796954,False
underventilated,4,1.0,0.0,1.7076747986796954,False
pèrefils,4,1.0,0.0,1.7076747986796954,False
meshes,4,0.0,1.0,1.7076747986796954,False
controlled,4,0.0,1.0,1.7076747986796954,False
bumper,4,0.75,0.25,1.7076747986796954,False
milks,4,1.0,0.0,1.7076747986796954,False
loop,4,0.25,0.75,1.7076747986796954,False
electrocute,4,1.0,0.0,1.7076747986796954,False
strutting,4,1.0,0.0,1.7076747986796954,False
scar,4,1.0,0.0,1.7076747986796954,False
beachcombing,4,0.25,0.75,1.7076747986796954,False
verismo,4,0.25,0.75,1.7076747986796954,False
lone,4,0.5,0.5,1.7076747986796954,False
write,4,0.0,1.0,1.7076747986796954,False
stripmined,4,0.75,0.25,1.7076747986796954,False
1997,4,0.75,0.25,1.7076747986796954,False
seriousminded,4,0.0,1.0,1.7076747986796954,False
concerns,4,0.0,1.0,1.7076747986796954,False
divertissement,4,0.25,0.75,1.7076747986796954,False
roars,4,0.0,1.0,1.7076747986796954,False
mediumgrade,4,1.0,0.0,1.7076747986796954,False
restate,4,1.0,0.0,1.7076747986796954,False
exalts,4,0.0,1.0,1.7076747986796954,False
marxian,4,0.0,1.0,1.7076747986796954,False
telanovela,4,0.75,0.25,1.7076747986796954,False
75,4,1.0,0.0,1.7076747986796954,False
semistable,4,0.0,1.0,1.7076747986796954,False
coldblooded,4,0.5,0.5,1.7076747986796954,False
disgusted,4,1.0,0.0,1.7076747986796954,False
moan,4,1.0,0.0,1.7076747986796954,False
charting,4,0.0,1.0,1.7076747986796954,False
proceed,4,0.25,0.75,1.7076747986796954,False
hunky,4,0.5,0.5,1.7076747986796954,False
bombay,4,0.0,1.0,1.7076747986796954,False
compass,4,0.0,1.0,1.7076747986796954,False
keenly,4,0.0,1.0,1.7076747986796954,False
pollak,4,0.75,0.25,1.7076747986796954,False
wrestler,4,0.75,0.25,1.7076747986796954,False
chyna,4,0.75,0.25,1.7076747986796954,False
dolly,4,0.75,0.25,1.7076747986796954,False
parton,4,0.75,0.25,1.7076747986796954,False
mentioned,4,0.25,0.75,1.7076747986796954,False
pauline,4,0.0,1.0,1.7076747986796954,False
paulette,4,0.0,1.0,1.7076747986796954,False
90s,4,1.0,0.0,1.7076747986796954,False
guise,4,0.75,0.25,1.7076747986796954,False
botches,4,0.75,0.25,1.7076747986796954,False
reenacting,4,0.0,1.0,1.7076747986796954,False
flakiness,4,0.75,0.25,1.7076747986796954,False
exploratory,4,0.75,0.25,1.7076747986796954,False
ruthless,4,0.5,0.5,1.7076747986796954,False
perplexing,4,0.0,1.0,1.7076747986796954,False
austrian,4,0.0,1.0,1.7076747986796954,False
rails,4,0.75,0.25,1.7076747986796954,False
hollywooditis,4,1.0,0.0,1.7076747986796954,False
boxoffice,4,0.0,1.0,1.7076747986796954,False
border,4,0.0,1.0,1.7076747986796954,False
collie,4,0.0,1.0,1.7076747986796954,False
pabulum,4,1.0,0.0,1.7076747986796954,False
mire,4,1.0,0.0,1.7076747986796954,False
categorize,4,1.0,0.0,1.7076747986796954,False
exhibits,4,1.0,0.0,1.7076747986796954,False
explicit,4,0.25,0.75,1.7076747986796954,False
cheats,4,1.0,0.0,1.7076747986796954,False
routes,4,0.0,1.0,1.7076747986796954,False
olives,4,1.0,0.0,1.7076747986796954,False
1962,4,1.0,0.0,1.7076747986796954,False
garnish,4,1.0,0.0,1.7076747986796954,False
notsodivine,4,1.0,0.0,1.7076747986796954,False
jovial,4,0.25,0.75,1.7076747986796954,False
deficit,4,1.0,0.0,1.7076747986796954,False
pander,4,0.0,1.0,1.7076747986796954,False
groaner,4,1.0,0.0,1.7076747986796954,False
thousandtimes,4,1.0,0.0,1.7076747986796954,False
ripper,4,0.0,1.0,1.7076747986796954,False
schneidermeister,4,1.0,0.0,1.7076747986796954,False
losin,4,1.0,0.0,1.7076747986796954,False
unhurried,4,0.0,1.0,1.7076747986796954,False
orbit,4,0.0,1.0,1.7076747986796954,False
suspended,4,0.0,1.0,1.7076747986796954,False
neglects,4,1.0,0.0,1.7076747986796954,False
dresses,4,0.75,0.25,1.7076747986796954,False
ballroom,4,0.0,1.0,1.7076747986796954,False
bilingual,4,0.0,1.0,1.7076747986796954,False
undiminished,4,0.0,1.0,1.7076747986796954,False
signing,4,0.75,0.25,1.7076747986796954,False
fatherandson,4,0.0,1.0,1.7076747986796954,False
hottertwoyearsago,4,1.0,0.0,1.7076747986796954,False
addresses,4,0.25,0.75,1.7076747986796954,False
reap,4,0.5,0.5,1.7076747986796954,False
arithmetic,4,0.25,0.75,1.7076747986796954,False
decentenough,4,0.0,1.0,1.7076747986796954,False
triviality,4,0.5,0.5,1.7076747986796954,False
linear,4,0.5,0.5,1.7076747986796954,False
floundering,4,0.75,0.25,1.7076747986796954,False
prone,4,0.5,0.5,1.7076747986796954,False
informed,4,0.0,1.0,1.7076747986796954,False
wireless,4,0.0,1.0,1.7076747986796954,False
overacted,4,1.0,0.0,1.7076747986796954,False
horrifyingly,4,0.75,0.25,1.7076747986796954,False
dipped,4,1.0,0.0,1.7076747986796954,False
wildcard,4,0.25,0.75,1.7076747986796954,False
histrionic,4,1.0,0.0,1.7076747986796954,False
clinch,4,1.0,0.0,1.7076747986796954,False
scorcher,4,0.0,1.0,1.7076747986796954,False
stanzas,4,0.0,1.0,1.7076747986796954,False
diatribes,4,0.0,1.0,1.7076747986796954,False
pessimistic,4,0.25,0.75,1.7076747986796954,False
bounces,4,0.75,0.25,1.7076747986796954,False
infinitely,4,0.0,1.0,1.7076747986796954,False
pursuers,4,0.0,1.0,1.7076747986796954,False
pa,4,0.25,0.75,1.7076747986796954,False
reclaiming,4,0.0,1.0,1.7076747986796954,False
tvinsider,4,0.5,0.5,1.7076747986796954,False
stilettostomps,4,1.0,0.0,1.7076747986796954,False
glamour,4,0.25,0.75,1.7076747986796954,False
location,4,1.0,0.0,1.7076747986796954,False
aristocrats,4,0.0,1.0,1.7076747986796954,False
graced,4,0.25,0.75,1.7076747986796954,False
rigors,4,0.0,1.0,1.7076747986796954,False
playstation,4,1.0,0.0,1.7076747986796954,False
confuse,4,1.0,0.0,1.7076747986796954,False
togetherness,4,0.75,0.25,1.7076747986796954,False
quasishakespearean,4,0.0,1.0,1.7076747986796954,False
englishlanguage,4,1.0,0.0,1.7076747986796954,False
implicitly,4,0.0,1.0,1.7076747986796954,False
documentarians,4,0.75,0.25,1.7076747986796954,False
telephone,4,1.0,0.0,1.7076747986796954,False
disoriented,4,0.75,0.25,1.7076747986796954,False
howler,4,0.0,1.0,1.7076747986796954,False
blatantly,4,0.75,0.25,1.7076747986796954,False
straightfaced,4,1.0,0.0,1.7076747986796954,False
periodperfect,4,0.25,0.75,1.7076747986796954,False
avant,4,0.0,1.0,1.7076747986796954,False
bernard,4,0.0,1.0,1.7076747986796954,False
indulges,4,1.0,0.0,1.7076747986796954,False
matineestyle,4,0.25,0.75,1.7076747986796954,False
sat,4,1.0,0.0,1.7076747986796954,False
120,4,1.0,0.0,1.7076747986796954,False
soapy,4,0.25,0.75,1.7076747986796954,False
natalie,4,0.75,0.25,1.7076747986796954,False
babbitt,4,0.75,0.25,1.7076747986796954,False
baker,4,0.5,0.5,1.7076747986796954,False
lds,4,1.0,0.0,1.7076747986796954,False
plasma,4,0.0,1.0,1.7076747986796954,False
conduits,4,0.0,1.0,1.7076747986796954,False
roland,4,0.5,0.5,1.7076747986796954,False
joffé,4,0.5,0.5,1.7076747986796954,False
demi,4,0.5,0.5,1.7076747986796954,False
hackery,4,1.0,0.0,1.7076747986796954,False
malleable,4,1.0,0.0,1.7076747986796954,False
cringing,4,0.25,0.75,1.7076747986796954,False
lovehate,4,0.5,0.5,1.7076747986796954,False
emphasized,4,0.0,1.0,1.7076747986796954,False
bo,4,0.75,0.25,1.7076747986796954,False
conceited,4,1.0,0.0,1.7076747986796954,False
pap,4,1.0,0.0,1.7076747986796954,False
wiser,4,0.0,1.0,1.7076747986796954,False
antiadult,4,0.0,1.0,1.7076747986796954,False
endured,4,0.5,0.5,1.7076747986796954,False
pretence,4,0.0,1.0,1.7076747986796954,False
pondering,4,0.0,1.0,1.7076747986796954,False
reunions,4,0.0,1.0,1.7076747986796954,False
depravity,4,0.75,0.25,1.7076747986796954,False
funeral,4,0.5,0.5,1.7076747986796954,False
skyscrapertrapeze,4,0.0,1.0,1.7076747986796954,False
movieindustry,4,0.75,0.25,1.7076747986796954,False
ragbag,4,1.0,0.0,1.7076747986796954,False
roads,4,1.0,0.0,1.7076747986796954,False
morphs,4,1.0,0.0,1.7076747986796954,False
swims,4,0.5,0.5,1.7076747986796954,False
surest,4,0.0,1.0,1.7076747986796954,False
bet,4,0.0,1.0,1.7076747986796954,False
dismal,4,0.5,0.5,1.7076747986796954,False
brims,4,0.0,1.0,1.7076747986796954,False
blacklight,4,0.0,1.0,1.7076747986796954,False
thinksitis,4,1.0,0.0,1.7076747986796954,False
guarded,4,1.0,0.0,1.7076747986796954,False
virgin,4,1.0,0.0,1.7076747986796954,False
chastity,4,1.0,0.0,1.7076747986796954,False
yorkers,4,0.0,1.0,1.7076747986796954,False
murderer,4,1.0,0.0,1.7076747986796954,False
dogme,4,0.0,1.0,1.7076747986796954,False
tidal,4,0.5,0.5,1.7076747986796954,False
quasiimprovised,4,1.0,0.0,1.7076747986796954,False
microscope,4,0.0,1.0,1.7076747986796954,False
sydow,4,0.0,1.0,1.7076747986796954,False
economics,4,0.0,1.0,1.7076747986796954,False
secondary,4,0.25,0.75,1.7076747986796954,False
claws,4,0.0,1.0,1.7076747986796954,False
coupling,4,1.0,0.0,1.7076747986796954,False
65yearold,4,0.0,1.0,1.7076747986796954,False
controlaltdelete,4,1.0,0.0,1.7076747986796954,False
portent,4,1.0,0.0,1.7076747986796954,False
incurably,4,0.25,0.75,1.7076747986796954,False
gained,4,0.75,0.25,1.7076747986796954,False
pollyana,4,1.0,0.0,1.7076747986796954,False
outline,4,1.0,0.0,1.7076747986796954,False
property,4,1.0,0.0,1.7076747986796954,False
gesture,4,0.0,1.0,1.7076747986796954,False
shaw,4,0.0,1.0,1.7076747986796954,False
melting,4,0.0,1.0,1.7076747986796954,False
phocion,4,0.0,1.0,1.7076747986796954,False
attentions,4,0.0,1.0,1.7076747986796954,False
exhaustingly,4,1.0,0.0,1.7076747986796954,False
decadesspanning,4,1.0,0.0,1.7076747986796954,False
notsosmall,4,1.0,0.0,1.7076747986796954,False
pinheads,4,1.0,0.0,1.7076747986796954,False
heidegger,4,0.0,1.0,1.7076747986796954,False
nietzschereferencing,4,0.0,1.0,1.7076747986796954,False
drinking,4,1.0,0.0,1.7076747986796954,False
twelve,4,1.0,0.0,1.7076747986796954,False
beers,4,1.0,0.0,1.7076747986796954,False
wrecks,4,1.0,0.0,1.7076747986796954,False
titans,4,0.0,1.0,1.7076747986796954,False
coolj,4,1.0,0.0,1.7076747986796954,False
sacrificed,4,1.0,0.0,1.7076747986796954,False
critic,4,1.0,0.0,1.7076747986796954,False
fuzziness,4,0.75,0.25,1.7076747986796954,False
unexplained,4,1.0,0.0,1.7076747986796954,False
baboon,4,1.0,0.0,1.7076747986796954,False
jelly,4,1.0,0.0,1.7076747986796954,False
moviespecific,4,1.0,0.0,1.7076747986796954,False
lin,4,1.0,0.0,1.7076747986796954,False
chung,4,1.0,0.0,1.7076747986796954,False
holofcenter,4,0.0,1.0,1.7076747986796954,False
hypermasculine,4,0.25,0.75,1.7076747986796954,False
overstated,4,1.0,0.0,1.7076747986796954,False
eighthgrader,4,0.75,0.25,1.7076747986796954,False
achival,4,0.0,1.0,1.7076747986796954,False
madcap,4,0.75,0.25,1.7076747986796954,False
songanddanceman,4,0.0,1.0,1.7076747986796954,False
implications,4,0.75,0.25,1.7076747986796954,False
minac,4,1.0,0.0,1.7076747986796954,False
pig,4,1.0,0.0,1.7076747986796954,False
oo,4,1.0,0.0,1.7076747986796954,False
purgatory,4,0.25,0.75,1.7076747986796954,False
foundering,4,1.0,0.0,1.7076747986796954,False
reverse,4,0.5,0.5,1.7076747986796954,False
tropic,4,0.75,0.25,1.7076747986796954,False
pageant,4,0.75,0.25,1.7076747986796954,False
94minute,4,1.0,0.0,1.7076747986796954,False
sexiness,4,0.0,1.0,1.7076747986796954,False
barbarian,4,0.0,1.0,1.7076747986796954,False
sommers,4,0.75,0.25,1.7076747986796954,False
titlebout,4,0.75,0.25,1.7076747986796954,False
belittle,4,1.0,0.0,1.7076747986796954,False
dylan,4,0.25,0.75,1.7076747986796954,False
threatens,4,0.75,0.25,1.7076747986796954,False
cowriters,4,0.25,0.75,1.7076747986796954,False
lo,4,0.5,0.5,1.7076747986796954,False
trivialize,4,1.0,0.0,1.7076747986796954,False
pseudophilosophic,4,1.0,0.0,1.7076747986796954,False
romeo,4,1.0,0.0,1.7076747986796954,False
julietwest,4,1.0,0.0,1.7076747986796954,False
instruct,4,0.0,1.0,1.7076747986796954,False
tree,4,0.5,0.5,1.7076747986796954,False
tad,4,1.0,0.0,1.7076747986796954,False
followup,4,0.0,1.0,1.7076747986796954,False
aftermath,4,0.25,0.75,1.7076747986796954,False
register,4,1.0,0.0,1.7076747986796954,False
revisionism,4,0.75,0.25,1.7076747986796954,False
corcuera,4,0.0,1.0,1.7076747986796954,False
meyjes,4,0.25,0.75,1.7076747986796954,False
miscalculations,4,1.0,0.0,1.7076747986796954,False
sullivan,4,0.0,1.0,1.7076747986796954,False
touchingly,4,0.0,1.0,1.7076747986796954,False
mending,4,0.25,0.75,1.7076747986796954,False
communication,4,0.25,0.75,1.7076747986796954,False
sunbaked,4,0.0,1.0,1.7076747986796954,False
encyclopedia,4,1.0,0.0,1.7076747986796954,False
specialinterest,4,0.25,0.75,1.7076747986796954,False
bearable,4,0.75,0.25,1.7076747986796954,False
gussied,4,0.75,0.25,1.7076747986796954,False
idling,4,1.0,0.0,1.7076747986796954,False
wearisome,4,1.0,0.0,1.7076747986796954,False
usurp,4,0.0,1.0,1.7076747986796954,False
machinery,4,0.0,1.0,1.7076747986796954,False
according,4,0.5,0.5,1.7076747986796954,False
latesummer,4,0.0,1.0,1.7076747986796954,False
marveilleux,4,0.0,1.0,1.7076747986796954,False
hitman,4,0.25,0.75,1.7076747986796954,False
epitaph,4,0.25,0.75,1.7076747986796954,False
dismissive,4,1.0,0.0,1.7076747986796954,False
omnibus,4,0.25,0.75,1.7076747986796954,False
reflected,4,0.0,1.0,1.7076747986796954,False
shatters,4,0.25,0.75,1.7076747986796954,False
skilled,4,0.0,1.0,1.7076747986796954,False
sixtiesstyle,4,0.0,1.0,1.7076747986796954,False
slickness,4,0.0,1.0,1.7076747986796954,False
interpreting,4,1.0,0.0,1.7076747986796954,False
phantasms,4,0.75,0.25,1.7076747986796954,False
resonances,4,0.5,0.5,1.7076747986796954,False
minorleague,4,1.0,0.0,1.7076747986796954,False
roy,4,0.75,0.25,1.7076747986796954,False
1973,4,0.75,0.25,1.7076747986796954,False
editorial,4,0.5,0.5,1.7076747986796954,False
obsessively,4,1.0,0.0,1.7076747986796954,False
leery,4,0.5,0.5,1.7076747986796954,False
acidity,4,0.25,0.75,1.7076747986796954,False
relied,4,1.0,0.0,1.7076747986796954,False
stadiumseat,4,0.25,0.75,1.7076747986796954,False
drawings,4,1.0,0.0,1.7076747986796954,False
schiffer,4,0.5,0.5,1.7076747986796954,False
hossein,4,0.5,0.5,1.7076747986796954,False
graphically,4,0.0,1.0,1.7076747986796954,False
coinage,4,0.25,0.75,1.7076747986796954,False
unthinkable,4,0.5,0.5,1.7076747986796954,False
errol,4,0.75,0.25,1.7076747986796954,False
morris,4,0.75,0.25,1.7076747986796954,False
unstable,4,0.25,0.75,1.7076747986796954,False
sanitised,4,1.0,0.0,1.7076747986796954,False
blownout,4,0.75,0.25,1.7076747986796954,False
chuckling,4,1.0,0.0,1.7076747986796954,False
jury,4,1.0,0.0,1.7076747986796954,False
alan,4,0.0,1.0,1.7076747986796954,False
warner,4,0.0,1.0,1.7076747986796954,False
irvine,4,0.0,1.0,1.7076747986796954,False
trainspotting,4,0.0,1.0,1.7076747986796954,False
wazoo,4,1.0,0.0,1.7076747986796954,False
stumble,4,0.5,0.5,1.7076747986796954,False
engulfed,4,0.0,1.0,1.7076747986796954,False
resuscitate,4,0.0,1.0,1.7076747986796954,False
halfdozen,4,1.0,0.0,1.7076747986796954,False
lint,4,1.0,0.0,1.7076747986796954,False
downhome,4,0.0,1.0,1.7076747986796954,False
warned,4,1.0,0.0,1.7076747986796954,False
perversely,4,0.25,0.75,1.7076747986796954,False
dwarfs,4,0.0,1.0,1.7076747986796954,False
congrats,4,0.0,1.0,1.7076747986796954,False
dripping,4,1.0,0.0,1.7076747986796954,False
recessive,4,0.0,1.0,1.7076747986796954,False
praying,4,1.0,0.0,1.7076747986796954,False
dynamism,4,0.0,1.0,1.7076747986796954,False
archival,4,1.0,0.0,1.7076747986796954,False
prints,4,1.0,0.0,1.7076747986796954,False
karim,4,0.0,1.0,1.7076747986796954,False
dridi,4,0.0,1.0,1.7076747986796954,False
dictates,4,0.0,1.0,1.7076747986796954,False
1959,4,1.0,0.0,1.7076747986796954,False
godzilla,4,1.0,0.0,1.7076747986796954,False
ensures,4,0.0,1.0,1.7076747986796954,False
slaps,4,0.5,0.5,1.7076747986796954,False
liberalism,4,0.5,0.5,1.7076747986796954,False
unspeakably,4,1.0,0.0,1.7076747986796954,False
doting,4,1.0,0.0,1.7076747986796954,False
exuberantly,4,0.0,1.0,1.7076747986796954,False
persistence,4,0.0,1.0,1.7076747986796954,False
communications,4,0.0,1.0,1.7076747986796954,False
advocacy,4,0.0,1.0,1.7076747986796954,False
mortality,4,0.25,0.75,1.7076747986796954,False
intelligibility,4,0.75,0.25,1.7076747986796954,False
wonton,4,0.0,1.0,1.7076747986796954,False
vardalos,4,0.0,1.0,1.7076747986796954,False
delete,4,1.0,0.0,1.7076747986796954,False
plutonium,4,0.0,1.0,1.7076747986796954,False
milking,4,1.0,0.0,1.7076747986796954,False
lab,4,1.0,0.0,1.7076747986796954,False
lumps,4,0.25,0.75,1.7076747986796954,False
juan,4,0.0,1.0,1.7076747986796954,False
splatterfests,4,1.0,0.0,1.7076747986796954,False
flounders,4,1.0,0.0,1.7076747986796954,False
watched,4,0.5,0.5,1.7076747986796954,False
ringu,4,1.0,0.0,1.7076747986796954,False
brady,4,0.75,0.25,1.7076747986796954,False
consoled,4,0.0,1.0,1.7076747986796954,False
attacks,4,0.5,0.5,1.7076747986796954,False
ingest,4,0.75,0.25,1.7076747986796954,False
alternate,4,0.75,0.25,1.7076747986796954,False
abiding,4,0.75,0.25,1.7076747986796954,False
reunion,4,0.0,1.0,1.7076747986796954,False
cyber,4,0.25,0.75,1.7076747986796954,False
butler,4,0.0,1.0,1.7076747986796954,False
superman,4,0.75,0.25,1.7076747986796954,False
crave,4,0.0,1.0,1.7076747986796954,False
tolerabletoadults,4,0.5,0.5,1.7076747986796954,False
misfortune,4,1.0,0.0,1.7076747986796954,False
scored,4,0.0,1.0,1.7076747986796954,False
powered,4,0.0,1.0,1.7076747986796954,False
possession,4,0.0,1.0,1.7076747986796954,False
unafraid,4,0.0,1.0,1.7076747986796954,False
zoe,4,1.0,0.0,1.7076747986796954,False
weighed,4,1.0,0.0,1.7076747986796954,False
instances,4,1.0,0.0,1.7076747986796954,False
welltrod,4,1.0,0.0,1.7076747986796954,False
selfpitying,4,1.0,0.0,1.7076747986796954,False
injokey,4,0.75,0.25,1.7076747986796954,False
rinzler,4,0.5,0.5,1.7076747986796954,False
whoopeecushion,4,0.5,0.5,1.7076747986796954,False
troopers,4,1.0,0.0,1.7076747986796954,False
render,4,1.0,0.0,1.7076747986796954,False
mitch,4,1.0,0.0,1.7076747986796954,False
yeah,4,0.0,1.0,1.7076747986796954,False
leader,4,0.5,0.5,1.7076747986796954,False
minimum,4,0.0,1.0,1.7076747986796954,False
hinges,4,0.75,0.25,1.7076747986796954,False
enabling,4,0.75,0.25,1.7076747986796954,False
mediterranean,4,0.25,0.75,1.7076747986796954,False
blustery,4,1.0,0.0,1.7076747986796954,False
satisfactorily,4,0.75,0.25,1.7076747986796954,False
importantly,4,0.0,1.0,1.7076747986796954,False
veggies,4,0.0,1.0,1.7076747986796954,False
marvin,4,0.0,1.0,1.7076747986796954,False
gaye,4,0.0,1.0,1.7076747986796954,False
supremes,4,0.0,1.0,1.7076747986796954,False
excite,4,0.75,0.25,1.7076747986796954,False
deny,4,0.25,0.75,1.7076747986796954,False
merge,4,0.0,1.0,1.7076747986796954,False
riproaring,4,0.0,1.0,1.7076747986796954,False
71,4,0.75,0.25,1.7076747986796954,False
fizzle,4,1.0,0.0,1.7076747986796954,False
wheels,4,1.0,0.0,1.7076747986796954,False
samurai,4,0.0,1.0,1.7076747986796954,False
kinnear,4,0.0,1.0,1.7076747986796954,False
lusty,4,0.0,1.0,1.7076747986796954,False
cutes,4,0.5,0.5,1.7076747986796954,False
vacuous,4,1.0,0.0,1.7076747986796954,False
partnerships,4,0.0,1.0,1.7076747986796954,False
seldom,4,0.0,1.0,1.7076747986796954,False
forgot,4,0.75,0.25,1.7076747986796954,False
straightshooting,4,0.0,1.0,1.7076747986796954,False
secretions,3,1.0,0.0,1.8945027402224985,False
dick,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
wellrounded,3,0.0,1.0,1.8945027402224985,False
phifer,3,0.0,1.0,1.8945027402224985,False
cam,3,0.0,1.0,1.8945027402224985,False
nicks,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
playdoh,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
hammily,3,1.0,0.0,1.8945027402224985,False
whiffleball,3,1.0,0.0,1.8945027402224985,False
dot,3,1.0,0.0,1.8945027402224985,False
com,3,1.0,0.0,1.8945027402224985,False
nonethnic,3,0.0,1.0,1.8945027402224985,False
lau,3,0.0,1.0,1.8945027402224985,False
panamerican,3,0.0,1.0,1.8945027402224985,False
strangest,3,0.0,1.0,1.8945027402224985,False
chapter,3,1.0,0.0,1.8945027402224985,False
playwright,3,1.0,0.0,1.8945027402224985,False
drinker,3,1.0,0.0,1.8945027402224985,False
sofia,3,0.0,1.0,1.8945027402224985,False
sleepwalk,3,1.0,0.0,1.8945027402224985,False
romanticized,3,0.0,1.0,1.8945027402224985,False
petite,3,0.0,1.0,1.8945027402224985,False
policeprocedural,3,1.0,0.0,1.8945027402224985,False
swingers,3,0.0,1.0,1.8945027402224985,False
playboy,3,0.0,1.0,1.8945027402224985,False
disneystyle,3,0.0,1.0,1.8945027402224985,False
gaghan,3,1.0,0.0,1.8945027402224985,False
expressly,3,1.0,0.0,1.8945027402224985,False
girlfriends,3,1.0,0.0,1.8945027402224985,False
rothman,3,1.0,0.0,1.8945027402224985,False
45ths,3,1.0,0.0,1.8945027402224985,False
orthodox,3,0.0,1.0,1.8945027402224985,False
partyhearty,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
impresses,3,0.0,1.0,1.8945027402224985,False
hardwood,3,1.0,0.0,1.8945027402224985,False
insanity,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
irrigates,3,0.0,1.0,1.8945027402224985,False
debuts,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
believes,3,0.0,1.0,1.8945027402224985,False
addams,3,0.0,1.0,1.8945027402224985,False
accentuating,3,0.0,1.0,1.8945027402224985,False
feardotcom,3,1.0,0.0,1.8945027402224985,False
haute,3,1.0,0.0,1.8945027402224985,False
verite,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
haphazardness,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
belovedmajor,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
rolls,3,1.0,0.0,1.8945027402224985,False
machinations,3,1.0,0.0,1.8945027402224985,False
brittle,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
naturenurture,3,1.0,0.0,1.8945027402224985,False
homosexuality,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
96,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
docudrama,3,0.0,1.0,1.8945027402224985,False
grizzled,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
shag,3,1.0,0.0,1.8945027402224985,False
professor,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
nanook,3,0.0,1.0,1.8945027402224985,False
attentive,3,0.0,1.0,1.8945027402224985,False
stink,3,1.0,0.0,1.8945027402224985,False
liven,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
salvaged,3,1.0,0.0,1.8945027402224985,False
highways,3,1.0,0.0,1.8945027402224985,False
rendition,3,0.0,1.0,1.8945027402224985,False
practitioners,3,0.0,1.0,1.8945027402224985,False
herring,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
shopping,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
widget,3,1.0,0.0,1.8945027402224985,False
savaged,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
counting,3,1.0,0.0,1.8945027402224985,False
risk,3,0.0,1.0,1.8945027402224985,False
zeitgeist,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
sorely,3,1.0,0.0,1.8945027402224985,False
