,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact
adrenaline,2,0.0,0.0,1.0,1.9858128970359594,False
nonprofit,2,0.0,0.0,1.0,1.9858128970359594,False
himalayas,2,0.0,0.0,1.0,1.9858128970359594,False
applications,2,0.0,0.0,1.0,1.9858128970359594,False
scatter,2,0.5,0.0,0.5,1.9858128970359594,False
franchise,2,0.0,0.0,1.0,1.9858128970359594,False
sailers,2,0.5,0.0,0.5,1.9858128970359594,False
avon,2,1.0,0.0,0.0,1.9858128970359594,False
arond,2,0.5,0.0,0.5,1.9858128970359594,False
whiter,2,0.5,0.0,0.5,1.9858128970359594,False
gusto,2,0.0,0.5,0.5,1.9858128970359594,False
improper,2,0.5,0.0,0.5,1.9858128970359594,False
battering,2,1.0,0.0,0.0,1.9858128970359594,False
cribbage,2,1.0,0.0,0.0,1.9858128970359594,False
outifit,2,0.5,0.5,0.0,1.9858128970359594,False
showtunes,2,0.5,0.0,0.5,1.9858128970359594,False
mousse,2,0.0,0.0,1.0,1.9858128970359594,False
blister,2,0.0,0.0,1.0,1.9858128970359594,False
enchiladas,2,0.5,0.0,0.5,1.9858128970359594,False
priestess,2,0.5,0.0,0.5,1.9858128970359594,False
summoning,2,1.0,0.0,0.0,1.9858128970359594,False
overdue,2,0.5,0.0,0.5,1.9858128970359594,False
allergies,2,0.0,0.0,1.0,1.9858128970359594,False
routes,2,0.0,0.5,0.5,1.9858128970359594,False
kosher,2,0.0,0.0,1.0,1.9858128970359594,False
doges,2,1.0,0.0,0.0,1.9858128970359594,False
traing,2,0.0,0.5,0.5,1.9858128970359594,False
armour,2,0.5,0.0,0.5,1.9858128970359594,False
turk,2,0.0,0.0,1.0,1.9858128970359594,False
interrogated,2,0.0,0.0,1.0,1.9858128970359594,False
fitters,2,0.0,0.5,0.5,1.9858128970359594,False
deap,2,1.0,0.0,0.0,1.9858128970359594,False
hovercraft,2,1.0,0.0,0.0,1.9858128970359594,False
hybrid,2,0.0,0.0,1.0,1.9858128970359594,False
unclog,2,0.0,0.0,1.0,1.9858128970359594,False
trumbone,2,0.5,0.0,0.5,1.9858128970359594,False
snidely,2,1.0,0.0,0.0,1.9858128970359594,False
whiplash,2,1.0,0.0,0.0,1.9858128970359594,False
mocha,2,0.5,0.0,0.5,1.9858128970359594,False
analyse,2,0.0,0.0,1.0,1.9858128970359594,False
graffitit,2,0.0,0.5,0.5,1.9858128970359594,False
restauarant,2,1.0,0.0,0.0,1.9858128970359594,False
heir,2,0.0,0.5,0.5,1.9858128970359594,False
nervousness,2,0.5,0.0,0.5,1.9858128970359594,False
adam,2,0.0,0.0,1.0,1.9858128970359594,False
autopsy,2,1.0,0.0,0.0,1.9858128970359594,False
molotov,2,0.5,0.0,0.5,1.9858128970359594,False
owning,2,0.5,0.0,0.5,1.9858128970359594,False
untie,2,0.5,0.0,0.5,1.9858128970359594,False
100000,2,0.5,0.0,0.5,1.9858128970359594,False
berkeley,2,0.5,0.0,0.5,1.9858128970359594,False
multinational,2,0.5,0.5,0.0,1.9858128970359594,False
transfixed,2,0.5,0.5,0.0,1.9858128970359594,False
burried,2,0.0,0.5,0.5,1.9858128970359594,False
macarana,2,0.5,0.0,0.5,1.9858128970359594,False
grossly,2,0.0,0.0,1.0,1.9858128970359594,False
frustrations,2,0.0,0.0,1.0,1.9858128970359594,False
scarps,2,0.5,0.5,0.0,1.9858128970359594,False
philharmonic,2,0.0,0.0,1.0,1.9858128970359594,False
heros,2,0.5,0.0,0.5,1.9858128970359594,False
blackbelt,2,0.5,0.0,0.5,1.9858128970359594,False
anarchist,2,0.0,0.0,1.0,1.9858128970359594,False
takign,2,0.0,1.0,0.0,1.9858128970359594,False
famine,2,0.5,0.0,0.5,1.9858128970359594,False
womb,2,0.0,0.5,0.5,1.9858128970359594,False
mullets,2,0.0,0.5,0.5,1.9858128970359594,False
toads,2,1.0,0.0,0.0,1.9858128970359594,False
leauge,2,0.0,0.5,0.5,1.9858128970359594,False
homelss,2,0.0,0.0,1.0,1.9858128970359594,False
chimps,2,1.0,0.0,0.0,1.9858128970359594,False
finalist,2,0.0,0.0,1.0,1.9858128970359594,False
abook,2,0.5,0.5,0.0,1.9858128970359594,False
mayhem,2,1.0,0.0,0.0,1.9858128970359594,False
masterpieces,2,0.0,0.5,0.5,1.9858128970359594,False
compount,2,0.5,0.5,0.0,1.9858128970359594,False
frisbess,2,0.5,0.5,0.0,1.9858128970359594,False
scalping,2,0.5,0.0,0.5,1.9858128970359594,False
triangles,2,0.5,0.0,0.5,1.9858128970359594,False
asteroid,2,0.5,0.0,0.5,1.9858128970359594,False
pedistrian,2,0.0,0.5,0.5,1.9858128970359594,False
clothers,2,0.0,0.0,1.0,1.9858128970359594,False
plater,2,0.0,1.0,0.0,1.9858128970359594,False
mauls,2,0.5,0.0,0.5,1.9858128970359594,False
truncks,2,1.0,0.0,0.0,1.9858128970359594,False
businessperson,2,0.5,0.0,0.5,1.9858128970359594,False
vipers,2,1.0,0.0,0.0,1.9858128970359594,False
pimples,2,0.5,0.0,0.5,1.9858128970359594,False
submits,2,0.0,0.5,0.5,1.9858128970359594,False
mafia,2,0.5,0.0,0.5,1.9858128970359594,False
fathered,2,0.0,1.0,0.0,1.9858128970359594,False
rammed,2,0.0,1.0,0.0,1.9858128970359594,False
pantomime,2,1.0,0.0,0.0,1.9858128970359594,False
romania,2,0.5,0.0,0.5,1.9858128970359594,False
covertly,2,0.5,0.0,0.5,1.9858128970359594,False
summons,2,1.0,0.0,0.0,1.9858128970359594,False
shyly,2,0.5,0.0,0.5,1.9858128970359594,False
blissful,2,0.5,0.5,0.0,1.9858128970359594,False
cheery,2,0.5,0.0,0.5,1.9858128970359594,False
streetwalker,2,0.5,0.0,0.5,1.9858128970359594,False
scalpel,2,0.5,0.0,0.5,1.9858128970359594,False
layover,2,0.0,0.0,1.0,1.9858128970359594,False
sholders,2,0.5,0.5,0.0,1.9858128970359594,False
adele,2,0.5,0.0,0.5,1.9858128970359594,False
outddors,2,0.0,1.0,0.0,1.9858128970359594,False
20somethings,2,0.5,0.5,0.0,1.9858128970359594,False
scar,2,0.0,0.0,1.0,1.9858128970359594,False
pranked,2,0.0,0.0,1.0,1.9858128970359594,False
philosopher,2,0.0,0.0,1.0,1.9858128970359594,False
buring,2,0.0,1.0,0.0,1.9858128970359594,False
oyster,2,0.5,0.0,0.5,1.9858128970359594,False
crickets,2,0.5,0.0,0.5,1.9858128970359594,False
bestseller,2,0.0,0.0,1.0,1.9858128970359594,False
rainslick,2,0.0,0.5,0.5,1.9858128970359594,False
teo,2,0.0,0.0,1.0,1.9858128970359594,False
disconnected,2,0.0,0.5,0.5,1.9858128970359594,False
lizzard,2,0.5,0.0,0.5,1.9858128970359594,False
martin,2,0.0,0.0,1.0,1.9858128970359594,False
coy,2,0.0,0.0,1.0,1.9858128970359594,False
roosting,2,0.5,0.5,0.0,1.9858128970359594,False
sparrows,2,0.5,0.0,0.5,1.9858128970359594,False
deluxe,2,1.0,0.0,0.0,1.9858128970359594,False
ramsey,2,0.5,0.0,0.5,1.9858128970359594,False
arthritis,2,0.5,0.0,0.5,1.9858128970359594,False
gogo,2,1.0,0.0,0.0,1.9858128970359594,False
hamock,2,1.0,0.0,0.0,1.9858128970359594,False
highspeed,2,0.0,1.0,0.0,1.9858128970359594,False
increases,2,0.5,0.5,0.0,1.9858128970359594,False
gravedigger,2,0.0,0.0,1.0,1.9858128970359594,False
surrenders,2,0.0,0.5,0.5,1.9858128970359594,False
coldly,2,1.0,0.0,0.0,1.9858128970359594,False
seams,2,0.5,0.0,0.5,1.9858128970359594,False
47,2,0.0,0.5,0.5,1.9858128970359594,False
tahiti,2,1.0,0.0,0.0,1.9858128970359594,False
seahorses,2,0.5,0.0,0.5,1.9858128970359594,False
lickes,2,1.0,0.0,0.0,1.9858128970359594,False
stash,2,0.5,0.0,0.5,1.9858128970359594,False
lazyboy,2,0.5,0.0,0.5,1.9858128970359594,False
peals,2,0.5,0.0,0.5,1.9858128970359594,False
polevault,2,0.5,0.5,0.0,1.9858128970359594,False
overwhelming,2,0.5,0.0,0.5,1.9858128970359594,False
soot,2,0.5,0.0,0.5,1.9858128970359594,False
truly,2,0.5,0.0,0.5,1.9858128970359594,False
belief,2,0.0,1.0,0.0,1.9858128970359594,False
reprimands,2,0.0,0.0,1.0,1.9858128970359594,False
lex,2,1.0,0.0,0.0,1.9858128970359594,False
dismount,2,0.0,0.0,1.0,1.9858128970359594,False
alex,2,0.5,0.0,0.5,1.9858128970359594,False
diagnosing,2,0.5,0.0,0.5,1.9858128970359594,False
fouled,2,0.0,0.0,1.0,1.9858128970359594,False
pellam,2,1.0,0.0,0.0,1.9858128970359594,False
nenu,2,1.0,0.0,0.0,1.9858128970359594,False
lepuka,2,1.0,0.0,0.0,1.9858128970359594,False
pothuna,2,1.0,0.0,0.0,1.9858128970359594,False
badacow,2,1.0,0.0,0.0,1.9858128970359594,False
zepplin,2,0.0,0.0,1.0,1.9858128970359594,False
resists,2,0.5,0.0,0.5,1.9858128970359594,False
reenactor,2,0.0,0.0,1.0,1.9858128970359594,False
handspinning,2,0.0,0.5,0.5,1.9858128970359594,False
7up,2,0.0,0.0,1.0,1.9858128970359594,False
tasking,2,0.0,0.5,0.5,1.9858128970359594,False
diffusing,2,1.0,0.0,0.0,1.9858128970359594,False
squeaks,2,0.0,0.0,1.0,1.9858128970359594,False
orchestrating,2,0.0,0.5,0.5,1.9858128970359594,False
98,2,0.5,0.0,0.5,1.9858128970359594,False
syndrome,2,0.0,0.0,1.0,1.9858128970359594,False
homage,2,0.0,0.0,1.0,1.9858128970359594,False
johnson,2,0.5,0.0,0.5,1.9858128970359594,False
wavepool,2,0.0,0.0,1.0,1.9858128970359594,False
votto,2,0.5,0.0,0.5,1.9858128970359594,False
preformers,2,0.0,1.0,0.0,1.9858128970359594,False
stealthily,2,0.5,0.0,0.5,1.9858128970359594,False
unmoving,2,0.5,0.5,0.0,1.9858128970359594,False
kneeboards,2,0.0,0.5,0.5,1.9858128970359594,False
cooperate,2,0.0,0.5,0.5,1.9858128970359594,False
fracking,2,0.5,0.0,0.5,1.9858128970359594,False
nicer,2,0.0,0.5,0.5,1.9858128970359594,False
bovines,2,0.0,0.5,0.5,1.9858128970359594,False
recites,2,0.5,0.0,0.5,1.9858128970359594,False
verse,2,0.0,0.5,0.5,1.9858128970359594,False
soulful,2,0.0,0.0,1.0,1.9858128970359594,False
classifieds,2,0.5,0.0,0.5,1.9858128970359594,False
streeet,2,0.5,0.5,0.0,1.9858128970359594,False
hign,2,1.0,0.0,0.0,1.9858128970359594,False
methodist,2,0.0,0.0,1.0,1.9858128970359594,False
polkas,2,1.0,0.0,0.0,1.9858128970359594,False
maltese,2,0.0,0.0,1.0,1.9858128970359594,False
squirell,2,0.0,0.0,1.0,1.9858128970359594,False
poka,2,0.5,0.0,0.5,1.9858128970359594,False
sounding,2,1.0,0.0,0.0,1.9858128970359594,False
hymnals,2,0.0,0.0,1.0,1.9858128970359594,False
hatwearing,2,0.0,1.0,0.0,1.9858128970359594,False
trackl,2,0.5,0.0,0.5,1.9858128970359594,False
miracle,2,0.5,0.5,0.0,1.9858128970359594,False
regimen,2,0.0,0.5,0.5,1.9858128970359594,False
royce,2,0.0,0.0,1.0,1.9858128970359594,False
sketchbooks,2,1.0,0.0,0.0,1.9858128970359594,False
kis,2,0.0,0.0,1.0,1.9858128970359594,False
cooing,2,1.0,0.0,0.0,1.9858128970359594,False
passive,2,1.0,0.0,0.0,1.9858128970359594,False
religions,2,0.0,0.0,1.0,1.9858128970359594,False
tutored,2,0.5,0.0,0.5,1.9858128970359594,False
performe,2,0.0,0.0,1.0,1.9858128970359594,False
felons,2,0.5,0.0,0.5,1.9858128970359594,False
sentencing,2,1.0,0.0,0.0,1.9858128970359594,False
corpses,2,0.5,0.0,0.5,1.9858128970359594,False
cheddar,2,0.0,0.0,1.0,1.9858128970359594,False
farts,2,0.5,0.0,0.5,1.9858128970359594,False
fl,2,1.0,0.0,0.0,1.9858128970359594,False
memorize,2,0.0,0.0,1.0,1.9858128970359594,False
freshening,2,0.0,0.0,1.0,1.9858128970359594,False
pent,2,1.0,0.0,0.0,1.9858128970359594,False
bypasses,2,0.0,0.0,1.0,1.9858128970359594,False
plops,2,0.5,0.0,0.5,1.9858128970359594,False
listerine,2,1.0,0.0,0.0,1.9858128970359594,False
compliment,2,0.5,0.5,0.0,1.9858128970359594,False
leopards,2,1.0,0.0,0.0,1.9858128970359594,False
minors,2,0.5,0.0,0.5,1.9858128970359594,False
hosue,2,1.0,0.0,0.0,1.9858128970359594,False
caricaturist,2,0.0,0.0,1.0,1.9858128970359594,False
melody,2,0.0,0.5,0.5,1.9858128970359594,False
buttering,2,1.0,0.0,0.0,1.9858128970359594,False
slindg,2,1.0,0.0,0.0,1.9858128970359594,False
monsoon,2,1.0,0.0,0.0,1.9858128970359594,False
paintballs,2,0.0,0.5,0.5,1.9858128970359594,False
transactions,2,0.0,0.5,0.5,1.9858128970359594,False
disorders,2,0.0,0.0,1.0,1.9858128970359594,False
atletic,2,0.0,0.0,1.0,1.9858128970359594,False
standoff,2,0.0,0.5,0.5,1.9858128970359594,False
wiating,2,0.0,0.0,1.0,1.9858128970359594,False
acne,2,0.0,0.5,0.5,1.9858128970359594,False
imbibes,2,0.0,1.0,0.0,1.9858128970359594,False
prototype,2,0.0,0.0,1.0,1.9858128970359594,False
obsticals,2,0.0,0.5,0.5,1.9858128970359594,False
capsize,2,0.0,0.0,1.0,1.9858128970359594,False
outside3,2,0.0,0.5,0.5,1.9858128970359594,False
lustrous,2,0.0,0.5,0.5,1.9858128970359594,False
playfull,2,0.0,1.0,0.0,1.9858128970359594,False
copse,2,0.5,0.0,0.5,1.9858128970359594,False
directional,2,0.0,1.0,0.0,1.9858128970359594,False
salvage,2,0.0,0.0,1.0,1.9858128970359594,False
meager,2,0.5,0.0,0.5,1.9858128970359594,False
sitter,2,0.0,0.0,1.0,1.9858128970359594,False
poltical,2,0.0,0.0,1.0,1.9858128970359594,False
everybodys,2,1.0,0.0,0.0,1.9858128970359594,False
munch,2,1.0,0.0,0.0,1.9858128970359594,False
captaining,2,1.0,0.0,0.0,1.9858128970359594,False
programme,2,0.5,0.0,0.5,1.9858128970359594,False
gitls,2,0.5,0.5,0.0,1.9858128970359594,False
scoreboard,2,0.0,0.0,1.0,1.9858128970359594,False
stunk,2,0.5,0.0,0.5,1.9858128970359594,False
clows,2,0.5,0.0,0.5,1.9858128970359594,False
repairng,2,0.5,0.5,0.0,1.9858128970359594,False
infiltrating,2,1.0,0.0,0.0,1.9858128970359594,False
eletronic,2,0.0,0.5,0.5,1.9858128970359594,False
vivaldi,2,0.0,0.0,1.0,1.9858128970359594,False
drones,2,0.5,0.0,0.5,1.9858128970359594,False
3am,2,0.5,0.0,0.5,1.9858128970359594,False
chellos,2,0.0,0.5,0.5,1.9858128970359594,False
psychology,2,0.0,0.0,1.0,1.9858128970359594,False
droned,2,0.5,0.0,0.5,1.9858128970359594,False
lemondade,2,1.0,0.0,0.0,1.9858128970359594,False
pepole,2,0.0,0.5,0.5,1.9858128970359594,False
volkwagen,2,0.5,0.0,0.5,1.9858128970359594,False
stans,2,0.0,0.5,0.5,1.9858128970359594,False
beck,2,0.5,0.0,0.5,1.9858128970359594,False
libarary,2,0.5,0.5,0.0,1.9858128970359594,False
wags,2,0.5,0.0,0.5,1.9858128970359594,False
triplet,2,0.5,0.0,0.5,1.9858128970359594,False
gutted,2,0.0,0.0,1.0,1.9858128970359594,False
fleamarket,2,0.0,0.5,0.5,1.9858128970359594,False
snowblower,2,1.0,0.0,0.0,1.9858128970359594,False
foxy,2,0.0,0.5,0.5,1.9858128970359594,False
invitation,2,0.0,0.5,0.5,1.9858128970359594,False
intake,2,0.5,0.0,0.5,1.9858128970359594,False
cosmetologist,2,0.0,0.0,1.0,1.9858128970359594,False
wiemaraner,2,0.5,0.0,0.5,1.9858128970359594,False
motocrycles,2,0.0,0.5,0.5,1.9858128970359594,False
olympus,2,1.0,0.0,0.0,1.9858128970359594,False
customized,2,0.5,0.5,0.0,1.9858128970359594,False
tyrannosaurus,2,1.0,0.0,0.0,1.9858128970359594,False
minibike,2,0.0,0.5,0.5,1.9858128970359594,False
ranges,2,0.5,0.0,0.5,1.9858128970359594,False
artisans,2,0.0,0.0,1.0,1.9858128970359594,False
somepeople,2,0.5,0.0,0.5,1.9858128970359594,False
cpa,2,0.5,0.0,0.5,1.9858128970359594,False
danes,2,0.5,0.0,0.5,1.9858128970359594,False
intimidated,2,0.0,0.0,1.0,1.9858128970359594,False
touchdowns,2,0.5,0.0,0.5,1.9858128970359594,False
contempt,2,0.0,0.0,1.0,1.9858128970359594,False
seances,2,0.0,0.0,1.0,1.9858128970359594,False
mentoring,2,0.0,0.0,1.0,1.9858128970359594,False
boundaries,2,1.0,0.0,0.0,1.9858128970359594,False
unclean,2,0.0,0.5,0.5,1.9858128970359594,False
evaluation,2,0.0,0.0,1.0,1.9858128970359594,False
sashays,2,0.5,0.0,0.5,1.9858128970359594,False
buttefly,2,0.0,0.5,0.5,1.9858128970359594,False
servants,2,0.5,0.0,0.5,1.9858128970359594,False
adored,2,0.5,0.0,0.5,1.9858128970359594,False
dishware,2,0.0,0.5,0.5,1.9858128970359594,False
famers,2,0.0,0.5,0.5,1.9858128970359594,False
knitwear,2,0.0,0.5,0.5,1.9858128970359594,False
canary,2,0.5,0.0,0.5,1.9858128970359594,False
wheaties,2,1.0,0.0,0.0,1.9858128970359594,False
kitties,2,1.0,0.0,0.0,1.9858128970359594,False
restores,2,0.0,0.0,1.0,1.9858128970359594,False
meatball,2,0.0,0.0,1.0,1.9858128970359594,False
basball,2,1.0,0.0,0.0,1.9858128970359594,False
nil,2,0.0,1.0,0.0,1.9858128970359594,False
paddleboat,2,0.5,0.5,0.0,1.9858128970359594,False
inoperable,2,0.0,0.0,1.0,1.9858128970359594,False
wyoming,2,0.5,0.0,0.5,1.9858128970359594,False
minions,2,1.0,0.0,0.0,1.9858128970359594,False
peeople,2,0.0,1.0,0.0,1.9858128970359594,False
preperes,2,0.0,0.0,1.0,1.9858128970359594,False
endorses,2,0.0,0.0,1.0,1.9858128970359594,False
discernable,2,1.0,0.0,0.0,1.9858128970359594,False
aspires,2,0.0,0.0,1.0,1.9858128970359594,False
developer,2,0.0,0.0,1.0,1.9858128970359594,False
hadnt,2,0.5,0.0,0.5,1.9858128970359594,False
fledged,2,0.5,0.0,0.5,1.9858128970359594,False
wagering,2,0.0,0.0,1.0,1.9858128970359594,False
vice,2,0.5,0.0,0.5,1.9858128970359594,False
cuting,2,0.5,0.5,0.0,1.9858128970359594,False
javelins,2,1.0,0.0,0.0,1.9858128970359594,False
remarks,2,0.0,0.5,0.5,1.9858128970359594,False
builiding,2,1.0,0.0,0.0,1.9858128970359594,False
vaccuming,2,1.0,0.0,0.0,1.9858128970359594,False
refereed,2,0.0,0.5,0.5,1.9858128970359594,False
bathrobes,2,0.5,0.0,0.5,1.9858128970359594,False
shuts,2,1.0,0.0,0.0,1.9858128970359594,False
drees,2,0.5,0.5,0.0,1.9858128970359594,False
figuratively,2,0.5,0.5,0.0,1.9858128970359594,False
peg,2,0.5,0.0,0.5,1.9858128970359594,False
contracts,2,0.0,0.0,1.0,1.9858128970359594,False
confines,2,0.0,0.5,0.5,1.9858128970359594,False
unobstructed,2,1.0,0.0,0.0,1.9858128970359594,False
mooing,2,1.0,0.0,0.0,1.9858128970359594,False
bango,2,1.0,0.0,0.0,1.9858128970359594,False
eh,2,0.0,0.5,0.5,1.9858128970359594,False
densely,2,0.5,0.5,0.0,1.9858128970359594,False
bluebonnets,2,1.0,0.0,0.0,1.9858128970359594,False
breakdown,2,0.5,0.0,0.5,1.9858128970359594,False
potatoe,2,1.0,0.0,0.0,1.9858128970359594,False
wreaked,2,0.0,0.0,1.0,1.9858128970359594,False
clint,2,0.5,0.0,0.5,1.9858128970359594,False
eastwood,2,0.5,0.0,0.5,1.9858128970359594,False
bo,2,0.5,0.5,0.0,1.9858128970359594,False
fungus,2,0.0,0.0,1.0,1.9858128970359594,False
microsope,2,0.0,0.5,0.5,1.9858128970359594,False
posessions,2,0.5,0.5,0.0,1.9858128970359594,False
amtrak,2,0.0,0.0,1.0,1.9858128970359594,False
grouse,2,0.0,0.0,1.0,1.9858128970359594,False
disorderly,2,0.0,0.5,0.5,1.9858128970359594,False
marshmellow,2,0.0,0.0,1.0,1.9858128970359594,False
catcalls,2,0.5,0.0,0.5,1.9858128970359594,False
hoolahoop,2,0.5,0.0,0.5,1.9858128970359594,False
slayer,2,1.0,0.0,0.0,1.9858128970359594,False
woodcutting,2,0.0,0.0,1.0,1.9858128970359594,False
remembered,2,0.5,0.0,0.5,1.9858128970359594,False
dime,2,0.5,0.0,0.5,1.9858128970359594,False
educate,2,0.0,0.0,1.0,1.9858128970359594,False
pinterest,2,0.0,0.0,1.0,1.9858128970359594,False
examing,2,0.0,0.5,0.5,1.9858128970359594,False
beautician,2,0.0,0.0,1.0,1.9858128970359594,False
austin,2,0.5,0.0,0.5,1.9858128970359594,False
outsidee,2,0.0,1.0,0.0,1.9858128970359594,False
primed,2,1.0,0.0,0.0,1.9858128970359594,False
recruiter,2,0.0,0.0,1.0,1.9858128970359594,False
jackers,2,0.0,0.5,0.5,1.9858128970359594,False
cheif,2,0.0,0.0,1.0,1.9858128970359594,False
indianapolis,2,1.0,0.0,0.0,1.9858128970359594,False
basil,2,0.5,0.0,0.5,1.9858128970359594,False
hotcakes,2,0.5,0.5,0.0,1.9858128970359594,False
newfoundland,2,0.5,0.0,0.5,1.9858128970359594,False
fulfills,2,0.0,0.5,0.5,1.9858128970359594,False
consert,2,0.0,0.0,1.0,1.9858128970359594,False
theyd,2,0.0,0.0,1.0,1.9858128970359594,False
cieling,2,0.0,0.0,1.0,1.9858128970359594,False
wering,2,0.5,0.5,0.0,1.9858128970359594,False
googling,2,0.5,0.0,0.5,1.9858128970359594,False
panchos,2,0.0,0.5,0.5,1.9858128970359594,False
figured,2,0.0,0.0,1.0,1.9858128970359594,False
sulks,2,0.5,0.0,0.5,1.9858128970359594,False
monolopy,2,0.0,0.5,0.5,1.9858128970359594,False
himeself,2,0.0,0.0,1.0,1.9858128970359594,False
sponsered,2,0.0,0.0,1.0,1.9858128970359594,False
leonardo,2,0.5,0.0,0.5,1.9858128970359594,False
timepiece,2,0.0,1.0,0.0,1.9858128970359594,False
arabs,2,0.0,1.0,0.0,1.9858128970359594,False
tempting,2,0.0,0.5,0.5,1.9858128970359594,False
overturning,2,1.0,0.0,0.0,1.9858128970359594,False
acontruction,2,0.5,0.5,0.0,1.9858128970359594,False
nauseous,2,0.0,0.0,1.0,1.9858128970359594,False
540,2,1.0,0.0,0.0,1.9858128970359594,False
combo,2,0.0,0.0,1.0,1.9858128970359594,False
inconsolably,2,1.0,0.0,0.0,1.9858128970359594,False
elsie,2,0.0,0.0,1.0,1.9858128970359594,False
locksmiths,2,0.0,0.0,1.0,1.9858128970359594,False
riotous,2,0.5,0.5,0.0,1.9858128970359594,False
famiy,2,0.0,0.0,1.0,1.9858128970359594,False
hijack,2,1.0,0.0,0.0,1.9858128970359594,False
paella,2,0.0,0.0,1.0,1.9858128970359594,False
tours,2,0.0,0.0,1.0,1.9858128970359594,False
gloomily,2,0.5,0.0,0.5,1.9858128970359594,False
basektball,2,1.0,0.0,0.0,1.9858128970359594,False
exercisers,2,0.0,0.5,0.5,1.9858128970359594,False
nines,2,0.5,0.5,0.0,1.9858128970359594,False
stepmother,2,0.0,0.0,1.0,1.9858128970359594,False
victuals,2,0.0,1.0,0.0,1.9858128970359594,False
windowasher,2,0.0,0.5,0.5,1.9858128970359594,False
unwanted,2,0.0,0.0,1.0,1.9858128970359594,False
screeching,2,0.5,0.0,0.5,1.9858128970359594,False
pupil,2,0.0,0.0,1.0,1.9858128970359594,False
meating,2,0.0,0.5,0.5,1.9858128970359594,False
slitting,2,0.5,0.0,0.5,1.9858128970359594,False
matresses,2,1.0,0.0,0.0,1.9858128970359594,False
highschools,2,0.0,0.5,0.5,1.9858128970359594,False
founding,2,0.0,0.0,1.0,1.9858128970359594,False
grafiti,2,0.5,0.0,0.5,1.9858128970359594,False
threats,2,0.5,0.0,0.5,1.9858128970359594,False
rabbis,2,0.5,0.0,0.5,1.9858128970359594,False
marveling,2,0.5,0.0,0.5,1.9858128970359594,False
hieroglyphics,2,0.0,0.0,1.0,1.9858128970359594,False
nazi,2,0.5,0.0,0.5,1.9858128970359594,False
chainshaw,2,0.0,0.5,0.5,1.9858128970359594,False
reassures,2,0.0,0.0,1.0,1.9858128970359594,False
piper,2,1.0,0.0,0.0,1.9858128970359594,False
kmart,2,1.0,0.0,0.0,1.9858128970359594,False
disable,2,0.0,0.0,1.0,1.9858128970359594,False
offduty,2,0.0,0.0,1.0,1.9858128970359594,False
machanic,2,0.0,0.5,0.5,1.9858128970359594,False
yahtzee,2,1.0,0.0,0.0,1.9858128970359594,False
babysitters,2,0.0,0.0,1.0,1.9858128970359594,False
expressed,2,0.5,0.0,0.5,1.9858128970359594,False
demonic,2,1.0,0.0,0.0,1.9858128970359594,False
oceanographer,2,0.5,0.0,0.5,1.9858128970359594,False
bridesmades,2,0.0,0.5,0.5,1.9858128970359594,False
uranus,2,0.5,0.0,0.5,1.9858128970359594,False
mosquitoes,2,0.0,0.0,1.0,1.9858128970359594,False
simulator,2,0.5,0.0,0.5,1.9858128970359594,False
slurs,2,0.5,0.0,0.5,1.9858128970359594,False
nourishment,2,0.0,1.0,0.0,1.9858128970359594,False
oats,2,0.5,0.0,0.5,1.9858128970359594,False
lynard,2,0.0,0.5,0.5,1.9858128970359594,False
cowded,2,0.5,0.0,0.5,1.9858128970359594,False
reen,2,1.0,0.0,0.0,1.9858128970359594,False
rang,2,1.0,0.0,0.0,1.9858128970359594,False
gag,2,0.5,0.0,0.5,1.9858128970359594,False
prettily,2,0.5,0.0,0.5,1.9858128970359594,False
trapping,2,1.0,0.0,0.0,1.9858128970359594,False
updated,2,0.0,0.5,0.5,1.9858128970359594,False
lookig,2,0.0,0.5,0.5,1.9858128970359594,False
1080,2,0.5,0.0,0.5,1.9858128970359594,False
ab,2,0.5,0.0,0.5,1.9858128970359594,False
revert,2,0.0,0.0,1.0,1.9858128970359594,False
photot,2,0.0,0.5,0.5,1.9858128970359594,False
catus,2,0.0,0.5,0.5,1.9858128970359594,False
numb,2,0.0,0.0,1.0,1.9858128970359594,False
violating,2,0.0,0.0,1.0,1.9858128970359594,False
pushs,2,0.5,0.5,0.0,1.9858128970359594,False
snarl,2,0.5,0.0,0.5,1.9858128970359594,False
deny,2,0.5,0.0,0.5,1.9858128970359594,False
radius,2,1.0,0.0,0.0,1.9858128970359594,False
terrarium,2,1.0,0.0,0.0,1.9858128970359594,False
goali,2,0.5,0.5,0.0,1.9858128970359594,False
seranading,2,0.0,0.0,1.0,1.9858128970359594,False
brittle,2,1.0,0.0,0.0,1.9858128970359594,False
bonus,2,0.0,0.5,0.5,1.9858128970359594,False
puches,2,0.5,0.5,0.0,1.9858128970359594,False
catcalling,2,0.5,0.0,0.5,1.9858128970359594,False
cricketers,2,1.0,0.0,0.0,1.9858128970359594,False
concreate,2,0.0,1.0,0.0,1.9858128970359594,False
themselve,2,0.5,0.0,0.5,1.9858128970359594,False
thrid,2,0.0,0.5,0.5,1.9858128970359594,False
gelatin,2,1.0,0.0,0.0,1.9858128970359594,False
weavers,2,0.0,0.0,1.0,1.9858128970359594,False
overworked,2,0.0,0.0,1.0,1.9858128970359594,False
intervenes,2,0.5,0.0,0.5,1.9858128970359594,False
carrie,2,0.5,0.0,0.5,1.9858128970359594,False
