,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact,diff
utah,23,0.2608695652173913,0.30434782608695654,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
replica,23,0.30434782608695654,0.2608695652173913,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
mold,23,0.43478260869565216,0.21739130434782608,0.34782608695652173,0.9246202403888573,False,0.4898376316932051
flashes,23,0.43478260869565216,0.2608695652173913,0.30434782608695654,0.9246202403888573,False,0.4898376316932051
immediate,23,0.30434782608695654,0.43478260869565216,0.2608695652173913,0.9246202403888573,False,0.4898376316932051
spiritual,23,0.34782608695652173,0.21739130434782608,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
tugboat,23,0.43478260869565216,0.2608695652173913,0.30434782608695654,0.9246202403888573,False,0.4898376316932051
delicate,23,0.30434782608695654,0.2608695652173913,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
mismatched,23,0.43478260869565216,0.2608695652173913,0.30434782608695654,0.9246202403888573,False,0.4898376316932051
inflating,23,0.43478260869565216,0.30434782608695654,0.2608695652173913,0.9246202403888573,False,0.4898376316932051
pulpit,23,0.43478260869565216,0.30434782608695654,0.2608695652173913,0.9246202403888573,False,0.4898376316932051
recreate,23,0.2608695652173913,0.30434782608695654,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
reins,23,0.30434782608695654,0.2608695652173913,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
briefcases,23,0.30434782608695654,0.2608695652173913,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
choke,23,0.2608695652173913,0.30434782608695654,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
clever,23,0.2608695652173913,0.30434782608695654,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
advocacy,23,0.30434782608695654,0.43478260869565216,0.2608695652173913,0.9246202403888573,False,0.4898376316932051
twp,23,0.2608695652173913,0.43478260869565216,0.30434782608695654,0.9246202403888573,False,0.4898376316932051
spouts,23,0.30434782608695654,0.2608695652173913,0.43478260869565216,0.9246202403888573,False,0.4898376316932051
loiter,31,0.3225806451612903,0.3548387096774194,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
vaults,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
korea,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
33,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
oceans,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
dueling,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
fins,31,0.3225806451612903,0.3548387096774194,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
bead,31,0.3225806451612903,0.3548387096774194,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
mills,31,0.3225806451612903,0.3548387096774194,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
tar,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
ascend,31,0.3548387096774194,0.3548387096774194,0.2903225806451613,0.8426423132732828,False,0.4878036035958634
paraglider,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
disposable,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
compass,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
farms,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
groin,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
romp,31,0.2903225806451613,0.3548387096774194,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
obscuring,31,0.3225806451612903,0.3548387096774194,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
buoy,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
kelp,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
curvy,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
carpentry,31,0.2903225806451613,0.3548387096774194,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
paneled,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
ron,31,0.3548387096774194,0.2903225806451613,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
limes,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
vinyl,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
belted,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
headstand,31,0.3548387096774194,0.3548387096774194,0.2903225806451613,0.8426423132732828,False,0.4878036035958634
heavier,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
handwritten,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
climate,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
pharmacist,31,0.3225806451612903,0.3548387096774194,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
yorkie,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
tyedyed,31,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.8426423132732828,False,0.4878036035958634
sbarro,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.8426423132732828,False,0.4878036035958634
solve,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
goalies,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
appropriately,12,0.08333333333333333,0.6666666666666666,0.25,1.151932988663073,False,0.4852663219964063
oasis,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
sacrifice,12,0.6666666666666666,0.0,0.3333333333333333,1.151932988663073,False,0.4852663219964063
fron,12,0.25,0.6666666666666666,0.08333333333333333,1.151932988663073,False,0.4852663219964063
inventory,12,0.08333333333333333,0.25,0.6666666666666666,1.151932988663073,False,0.4852663219964063
activist,12,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.151932988663073,False,0.4852663219964063
luau,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
lobsters,12,0.6666666666666666,0.08333333333333333,0.25,1.151932988663073,False,0.4852663219964063
detective,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
footage,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
intends,12,0.0,0.3333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
receptionist,12,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.151932988663073,False,0.4852663219964063
islands,12,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.151932988663073,False,0.4852663219964063
hunger,12,0.6666666666666666,0.08333333333333333,0.25,1.151932988663073,False,0.4852663219964063
swatting,12,0.6666666666666666,0.08333333333333333,0.25,1.151932988663073,False,0.4852663219964063
chant,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
greatest,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
pixie,12,0.6666666666666666,0.08333333333333333,0.25,1.151932988663073,False,0.4852663219964063
sunk,12,0.6666666666666666,0.0,0.3333333333333333,1.151932988663073,False,0.4852663219964063
hygiene,12,0.08333333333333333,0.6666666666666666,0.25,1.151932988663073,False,0.4852663219964063
edifice,12,0.16666666666666666,0.6666666666666666,0.16666666666666666,1.151932988663073,False,0.4852663219964063
gangster,12,0.25,0.08333333333333333,0.6666666666666666,1.151932988663073,False,0.4852663219964063
chevron,30,0.3,0.3333333333333333,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
cramped,30,0.36666666666666664,0.3,0.3333333333333333,0.8510612138674876,False,0.4843945472008209
scrimmage,30,0.3,0.3333333333333333,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
clasped,30,0.36666666666666664,0.26666666666666666,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
coney,30,0.3333333333333333,0.3,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
comforter,30,0.36666666666666664,0.26666666666666666,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
pails,30,0.3,0.3333333333333333,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
stretcher,30,0.3,0.36666666666666664,0.3333333333333333,0.8510612138674876,False,0.4843945472008209
psychic,30,0.3333333333333333,0.3,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
occupy,30,0.36666666666666664,0.3,0.3333333333333333,0.8510612138674876,False,0.4843945472008209
facepaint,30,0.3,0.3333333333333333,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
choreographed,30,0.3333333333333333,0.3,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
pats,30,0.3333333333333333,0.3,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
uniquely,30,0.26666666666666666,0.36666666666666664,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
northern,30,0.3333333333333333,0.36666666666666664,0.3,0.8510612138674876,False,0.4843945472008209
camcorder,30,0.3333333333333333,0.3,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
contained,30,0.26666666666666666,0.36666666666666664,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
suns,30,0.36666666666666664,0.26666666666666666,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
illuminating,30,0.3333333333333333,0.3,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
eyeliner,30,0.3,0.36666666666666664,0.3333333333333333,0.8510612138674876,False,0.4843945472008209
silky,30,0.36666666666666664,0.3,0.3333333333333333,0.8510612138674876,False,0.4843945472008209
custody,30,0.3333333333333333,0.36666666666666664,0.3,0.8510612138674876,False,0.4843945472008209
galoshes,30,0.3333333333333333,0.3,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
steadying,30,0.3,0.3333333333333333,0.36666666666666664,0.8510612138674876,False,0.4843945472008209
request,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
alter,22,0.45454545454545453,0.22727272727272727,0.3181818181818182,0.9379092458715665,False,0.483363791326112
means,22,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.9379092458715665,False,0.483363791326112
hovers,22,0.45454545454545453,0.3181818181818182,0.22727272727272727,0.9379092458715665,False,0.483363791326112
australia,22,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.9379092458715665,False,0.483363791326112
peruse,22,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.9379092458715665,False,0.483363791326112
victims,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
differently,22,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.9379092458715665,False,0.483363791326112
amusing,22,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.9379092458715665,False,0.483363791326112
teenaged,22,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.9379092458715665,False,0.483363791326112
trial,22,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.9379092458715665,False,0.483363791326112
vocal,22,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.9379092458715665,False,0.483363791326112
non,22,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.9379092458715665,False,0.483363791326112
heineken,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
janitors,22,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.9379092458715665,False,0.483363791326112
specialty,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
sometimes,22,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.9379092458715665,False,0.483363791326112
crooked,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
plots,22,0.45454545454545453,0.22727272727272727,0.3181818181818182,0.9379092458715665,False,0.483363791326112
global,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
brutality,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
hillary,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
teh,22,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.9379092458715665,False,0.483363791326112
obtain,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
lighthaired,22,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.9379092458715665,False,0.483363791326112
arabian,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
bowled,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
uno,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
separately,22,0.45454545454545453,0.3181818181818182,0.22727272727272727,0.9379092458715665,False,0.483363791326112
citys,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
charades,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
result,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.9379092458715665,False,0.483363791326112
manicured,29,0.3793103448275862,0.3103448275862069,0.3103448275862069,0.8599119042290808,False,0.4806015594014946
viewers,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
brief,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
rattle,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
syringe,29,0.3103448275862069,0.3793103448275862,0.3103448275862069,0.8599119042290808,False,0.4806015594014946
k9,29,0.3448275862068966,0.27586206896551724,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
depicts,29,0.3793103448275862,0.3448275862068966,0.27586206896551724,0.8599119042290808,False,0.4806015594014946
elses,29,0.27586206896551724,0.3448275862068966,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
m,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
perspective,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
drifts,29,0.3793103448275862,0.27586206896551724,0.3448275862068966,0.8599119042290808,False,0.4806015594014946
bagpipers,29,0.27586206896551724,0.3448275862068966,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
paddled,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
attendants,29,0.27586206896551724,0.3448275862068966,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
frustration,29,0.3448275862068966,0.27586206896551724,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
rubbish,29,0.27586206896551724,0.3793103448275862,0.3448275862068966,0.8599119042290808,False,0.4806015594014946
neckties,29,0.3793103448275862,0.3103448275862069,0.3103448275862069,0.8599119042290808,False,0.4806015594014946
ceilings,29,0.3793103448275862,0.3103448275862069,0.3103448275862069,0.8599119042290808,False,0.4806015594014946
mounts,29,0.3793103448275862,0.3448275862068966,0.27586206896551724,0.8599119042290808,False,0.4806015594014946
unusually,29,0.27586206896551724,0.3448275862068966,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
warriors,29,0.3448275862068966,0.27586206896551724,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
lunches,29,0.3448275862068966,0.27586206896551724,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
protector,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
fairground,29,0.3448275862068966,0.27586206896551724,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
3d,29,0.3448275862068966,0.27586206896551724,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
tucks,29,0.3793103448275862,0.3103448275862069,0.3103448275862069,0.8599119042290808,False,0.4806015594014946
showcasing,29,0.2413793103448276,0.3793103448275862,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
sneeze,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
mambo,29,0.3103448275862069,0.3793103448275862,0.3103448275862069,0.8599119042290808,False,0.4806015594014946
pisa,29,0.3793103448275862,0.3103448275862069,0.3103448275862069,0.8599119042290808,False,0.4806015594014946
bulbs,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
glossy,29,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.8599119042290808,False,0.4806015594014946
welcoming,16,0.25,0.1875,0.5625,1.0422614303780733,False,0.4797614303780733
employment,16,0.125,0.3125,0.5625,1.0422614303780733,False,0.4797614303780733
kidnapping,16,0.5625,0.0,0.4375,1.0422614303780733,False,0.4797614303780733
spraypainting,16,0.5625,0.1875,0.25,1.0422614303780733,False,0.4797614303780733
bunker,16,0.5625,0.1875,0.25,1.0422614303780733,False,0.4797614303780733
loan,16,0.3125,0.125,0.5625,1.0422614303780733,False,0.4797614303780733
endurance,16,0.1875,0.25,0.5625,1.0422614303780733,False,0.4797614303780733
scolding,16,0.5625,0.0,0.4375,1.0422614303780733,False,0.4797614303780733
theirs,16,0.1875,0.25,0.5625,1.0422614303780733,False,0.4797614303780733
coaching,16,0.25,0.1875,0.5625,1.0422614303780733,False,0.4797614303780733
bakers,16,0.25,0.1875,0.5625,1.0422614303780733,False,0.4797614303780733
tai,16,0.3125,0.125,0.5625,1.0422614303780733,False,0.4797614303780733
criminals,16,0.5625,0.0,0.4375,1.0422614303780733,False,0.4797614303780733
identity,16,0.1875,0.25,0.5625,1.0422614303780733,False,0.4797614303780733
bullet,28,0.39285714285714285,0.2857142857142857,0.32142857142857145,0.8692326025352322,False,0.4763754596780893
quintet,28,0.25,0.35714285714285715,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
sharpie,28,0.32142857142857145,0.2857142857142857,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
risk,28,0.25,0.35714285714285715,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
tipped,28,0.35714285714285715,0.25,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
tipping,28,0.39285714285714285,0.21428571428571427,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
rested,28,0.2857142857142857,0.39285714285714285,0.32142857142857145,0.8692326025352322,False,0.4763754596780893
gummy,28,0.39285714285714285,0.2857142857142857,0.32142857142857145,0.8692326025352322,False,0.4763754596780893
boogieboard,28,0.25,0.39285714285714285,0.35714285714285715,0.8692326025352322,False,0.4763754596780893
polishes,28,0.39285714285714285,0.32142857142857145,0.2857142857142857,0.8692326025352322,False,0.4763754596780893
ability,28,0.21428571428571427,0.39285714285714285,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
tinkering,28,0.32142857142857145,0.39285714285714285,0.2857142857142857,0.8692326025352322,False,0.4763754596780893
booklets,28,0.2857142857142857,0.39285714285714285,0.32142857142857145,0.8692326025352322,False,0.4763754596780893
powerful,28,0.25,0.35714285714285715,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
eyepiece,28,0.2857142857142857,0.39285714285714285,0.32142857142857145,0.8692326025352322,False,0.4763754596780893
eccentric,28,0.25,0.35714285714285715,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
ventriloquist,28,0.39285714285714285,0.25,0.35714285714285715,0.8692326025352322,False,0.4763754596780893
nylon,28,0.32142857142857145,0.2857142857142857,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
attracts,28,0.32142857142857145,0.2857142857142857,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
throne,28,0.32142857142857145,0.2857142857142857,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
jaw,28,0.39285714285714285,0.2857142857142857,0.32142857142857145,0.8692326025352322,False,0.4763754596780893
missionary,28,0.32142857142857145,0.2857142857142857,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
wound,28,0.2857142857142857,0.32142857142857145,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
lakes,28,0.39285714285714285,0.25,0.35714285714285715,0.8692326025352322,False,0.4763754596780893
powdery,28,0.2857142857142857,0.32142857142857145,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
mushrooms,28,0.39285714285714285,0.2857142857142857,0.32142857142857145,0.8692326025352322,False,0.4763754596780893
roofed,28,0.2857142857142857,0.32142857142857145,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
iowa,28,0.2857142857142857,0.32142857142857145,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
iran,28,0.2857142857142857,0.32142857142857145,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
actions,28,0.2857142857142857,0.39285714285714285,0.32142857142857145,0.8692326025352322,False,0.4763754596780893
piggy,28,0.35714285714285715,0.25,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
handlers,28,0.32142857142857145,0.2857142857142857,0.39285714285714285,0.8692326025352322,False,0.4763754596780893
steeple,28,0.39285714285714285,0.32142857142857145,0.2857142857142857,0.8692326025352322,False,0.4763754596780893
ii,21,0.47619047619047616,0.14285714285714285,0.38095238095238093,0.9521365079978135,False,0.4759460318073373
ripe,21,0.3333333333333333,0.19047619047619047,0.47619047619047616,0.9521365079978135,False,0.4759460318073373
violent,21,0.42857142857142855,0.09523809523809523,0.47619047619047616,0.9521365079978135,False,0.4759460318073373
youthful,21,0.2857142857142857,0.47619047619047616,0.23809523809523808,0.9521365079978135,False,0.4759460318073373
grace,21,0.2857142857142857,0.23809523809523808,0.47619047619047616,0.9521365079978135,False,0.4759460318073373
beaten,21,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.9521365079978135,False,0.4759460318073373
fought,21,0.47619047619047616,0.09523809523809523,0.42857142857142855,0.9521365079978135,False,0.4759460318073373
handcuffs,21,0.47619047619047616,0.2857142857142857,0.23809523809523808,0.9521365079978135,False,0.4759460318073373
designing,21,0.23809523809523808,0.2857142857142857,0.47619047619047616,0.9521365079978135,False,0.4759460318073373
sunburned,21,0.3333333333333333,0.19047619047619047,0.47619047619047616,0.9521365079978135,False,0.4759460318073373
bitter,21,0.47619047619047616,0.09523809523809523,0.42857142857142855,0.9521365079978135,False,0.4759460318073373
interaction,21,0.3333333333333333,0.47619047619047616,0.19047619047619047,0.9521365079978135,False,0.4759460318073373
popped,21,0.47619047619047616,0.09523809523809523,0.42857142857142855,0.9521365079978135,False,0.4759460318073373
e,21,0.2857142857142857,0.23809523809523808,0.47619047619047616,0.9521365079978135,False,0.4759460318073373
cosmetics,21,0.19047619047619047,0.47619047619047616,0.3333333333333333,0.9521365079978135,False,0.4759460318073373
hiked,21,0.47619047619047616,0.09523809523809523,0.42857142857142855,0.9521365079978135,False,0.4759460318073373
calendar,21,0.3333333333333333,0.19047619047619047,0.47619047619047616,0.9521365079978135,False,0.4759460318073373
forks,21,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.9521365079978135,False,0.4759460318073373
tiptoes,21,0.47619047619047616,0.23809523809523808,0.2857142857142857,0.9521365079978135,False,0.4759460318073373
macaroni,21,0.47619047619047616,0.14285714285714285,0.38095238095238093,0.9521365079978135,False,0.4759460318073373
mart,21,0.47619047619047616,0.23809523809523808,0.2857142857142857,0.9521365079978135,False,0.4759460318073373
elevation,21,0.23809523809523808,0.47619047619047616,0.2857142857142857,0.9521365079978135,False,0.4759460318073373
shoving,21,0.47619047619047616,0.23809523809523808,0.2857142857142857,0.9521365079978135,False,0.4759460318073373
crochets,21,0.47619047619047616,0.23809523809523808,0.2857142857142857,0.9521365079978135,False,0.4759460318073373
dimlylit,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
fairskinned,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
huddling,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
amp,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
description,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
dense,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
wells,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
manor,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
rustcolored,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
loaves,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
grasses,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
bonnet,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
bluff,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
defended,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
protectors,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
gnawing,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8059520646964933,False,0.47261873136315996
volvo,27,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
markets,27,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
shorter,27,0.25925925925925924,0.3333333333333333,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
maps,27,0.4074074074074074,0.2962962962962963,0.2962962962962963,0.8790664368864931,False,0.4716590294790857
afar,27,0.25925925925925924,0.3333333333333333,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
draft,27,0.37037037037037035,0.2222222222222222,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
beakers,27,0.2962962962962963,0.4074074074074074,0.2962962962962963,0.8790664368864931,False,0.4716590294790857
injuries,27,0.25925925925925924,0.3333333333333333,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
totem,27,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
schoolwork,27,0.2222222222222222,0.37037037037037035,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
egyptian,27,0.25925925925925924,0.3333333333333333,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
ma,27,0.4074074074074074,0.3333333333333333,0.25925925925925924,0.8790664368864931,False,0.4716590294790857
stroking,27,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
monarch,27,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
madly,27,0.4074074074074074,0.2962962962962963,0.2962962962962963,0.8790664368864931,False,0.4716590294790857
shears,27,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
reaction,27,0.2962962962962963,0.2962962962962963,0.4074074074074074,0.8790664368864931,False,0.4716590294790857
cellar,27,0.4074074074074074,0.2962962962962963,0.2962962962962963,0.8790664368864931,False,0.4716590294790857
fingerpaints,27,0.4074074074074074,0.25925925925925924,0.3333333333333333,0.8790664368864931,False,0.4716590294790857
