,n,p_contradiction,p_entailment,p_neutral,boundary
noon,39,0.7692307692307693,0.02564102564102564,0.20512820512820512,0.7075462652080864
hated,39,0.9487179487179487,0.0,0.05128205128205128,0.7075462652080864
hired,39,0.05128205128205128,0.05128205128205128,0.8974358974358975,0.7075462652080864
escaped,39,0.2564102564102564,0.02564102564102564,0.717948717948718,0.7075462652080864
attract,39,0.07692307692307693,0.20512820512820512,0.717948717948718,0.7075462652080864
annoyed,39,0.1282051282051282,0.1282051282051282,0.7435897435897436,0.7075462652080864
lover,39,0.1282051282051282,0.02564102564102564,0.8461538461538461,0.7075462652080864
planet,38,0.7894736842105263,0.02631578947368421,0.18421052631578946,0.7124381451462771
tuesday,38,0.15789473684210525,0.02631578947368421,0.8157894736842105,0.7124381451462771
windowless,38,0.8421052631578947,0.07894736842105263,0.07894736842105263,0.7124381451462771
forced,37,0.24324324324324326,0.02702702702702703,0.7297297297297297,0.7175270280390273
mute,37,0.972972972972973,0.02702702702702703,0.0,0.7175270280390273
documentary,37,0.1891891891891892,0.05405405405405406,0.7567567567567568,0.7175270280390273
fundraiser,36,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.7228265017554382
divorce,36,0.8055555555555556,0.0,0.19444444444444445,0.7228265017554382
childhood,36,0.16666666666666666,0.08333333333333333,0.75,0.7228265017554382
emptyhanded,36,0.9444444444444444,0.05555555555555555,0.0,0.7228265017554382
milking,36,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7228265017554382
grandchildren,35,0.14285714285714285,0.05714285714285714,0.8,0.7283515035088924
grade,35,0.11428571428571428,0.14285714285714285,0.7428571428571429,0.7283515035088924
tony,35,0.14285714285714285,0.02857142857142857,0.8285714285714286,0.7283515035088924
sitted,35,0.11428571428571428,0.8,0.08571428571428572,0.7283515035088924
lions,34,0.9411764705882353,0.0,0.058823529411764705,0.7341184971757166
jello,33,0.8787878787878788,0.030303030303030304,0.09090909090909091,0.7401456799514003
unicorn,33,0.8181818181818182,0.06060606060606061,0.12121212121212122,0.7401456799514003
boyfriends,33,0.12121212121212122,0.0,0.8787878787878788,0.7401456799514003
playoff,33,0.0,0.0,1.0,0.7401456799514003
grew,33,0.15151515151515152,0.06060606060606061,0.7878787878787878,0.7401456799514003
results,33,0.12121212121212122,0.06060606060606061,0.8181818181818182,0.7401456799514003
mammals,31,0.0,0.9032258064516129,0.0967741935483871,0.7530635622442392
colorado,31,0.0967741935483871,0.0,0.9032258064516129,0.7530635622442392
frown,31,0.8064516129032258,0.0967741935483871,0.0967741935483871,0.7530635622442392
highest,31,0.03225806451612903,0.06451612903225806,0.9032258064516129,0.7530635622442392
xgames,30,0.06666666666666667,0.0,0.9333333333333333,0.7600017220112247
overtime,30,0.2,0.0,0.8,0.7600017220112247
cancelled,29,0.7931034482758621,0.0,0.20689655172413793,0.7672957271000984
weeks,29,0.1724137931034483,0.034482758620689655,0.7931034482758621,0.7672957271000984
interstate,28,0.8214285714285714,0.0,0.17857142857142858,0.7749770737633985
determine,28,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.7749770737633985
worms,28,0.7857142857142857,0.0,0.21428571428571427,0.7749770737633985
wolves,28,0.7857142857142857,0.0,0.21428571428571427,0.7749770737633985
rips,28,0.8571428571428571,0.03571428571428571,0.10714285714285714,0.7749770737633985
dare,28,0.10714285714285714,0.0,0.8928571428571429,0.7749770737633985
refusing,27,0.8148148148148148,0.07407407407407407,0.1111111111111111,0.7830813046053783
audition,27,0.1111111111111111,0.0,0.8888888888888888,0.7830813046053783
lesbian,26,0.11538461538461539,0.038461538461538464,0.8461538461538461,0.7916487024553474
smashes,26,0.9230769230769231,0.0,0.07692307692307693,0.7916487024553474
slapping,26,0.8846153846153846,0.038461538461538464,0.07692307692307693,0.7916487024553474
wimbledon,25,0.12,0.0,0.88,0.8007251354398592
championships,25,0.08,0.0,0.92,0.8007251354398592
noone,25,1.0,0.0,0.0,0.8007251354398592
weekly,24,0.0,0.041666666666666664,0.9583333333333334,0.8103630938003668
contacts,23,0.9130434782608695,0.0,0.08695652173913043,0.8206229720899457
fastest,23,0.08695652173913043,0.08695652173913043,0.8260869565217391,0.8206229720899457
aunt,23,0.08695652173913043,0.043478260869565216,0.8695652173913043,0.8206229720899457
cleanshaven,23,0.8260869565217391,0.08695652173913043,0.08695652173913043,0.8206229720899457
nuclear,23,0.8260869565217391,0.0,0.17391304347826086,0.8206229720899457
tomorrow,23,0.08695652173913043,0.0,0.9130434782608695,0.8206229720899457
worldfamous,22,0.09090909090909091,0.045454545454545456,0.8636363636363636,0.8315746684725884
playstation,22,0.9090909090909091,0.045454545454545456,0.045454545454545456,0.8315746684725884
lesbians,21,0.047619047619047616,0.09523809523809523,0.8571428571428571,0.843299598179756
videogames,21,0.9047619047619048,0.0,0.09523809523809523,0.843299598179756
nephew,21,0.09523809523809523,0.0,0.9047619047619048,0.843299598179756
bacteria,21,0.09523809523809523,0.047619047619047616,0.8571428571428571,0.843299598179756
bvoy,20,0.0,1.0,0.0,0.8558932541514939
yearbook,20,0.1,0.0,0.9,0.8558932541514939
shortcut,19,0.0,0.05263157894736842,0.9473684210526315,0.8694684997600983
previous,19,0.05263157894736842,0.05263157894736842,0.8947368421052632,0.8694684997600983
cheetos,18,1.0,0.0,0.0,0.8841598545675422
ceo,18,0.1111111111111111,0.0,0.8888888888888888,0.8841598545675422
embarrassed,17,0.0,0.0,1.0,0.9001291476371549
hitler,16,0.9375,0.0,0.0625,0.9175730859664906
qualify,16,0.0625,0.0,0.9375,0.9175730859664906
stabbing,16,1.0,0.0,0.0,0.9175730859664906
robs,16,1.0,0.0,0.0,0.9175730859664906
gamewinning,14,0.0,0.0,1.0,0.9579119007867143
devoid,13,1.0,0.0,0.0,0.9814891441897167
solitaire,13,1.0,0.0,0.0,0.9814891441897167
propose,13,0.0,0.0,1.0,0.9814891441897167
uncles,13,0.0,0.0,1.0,0.9814891441897167
