,0,1,n,p_0,p_1,boundary,isArtifact
demonic,5,0,5,1.0,0.0,1.5801771778244689,False
doings,5,0,5,1.0,0.0,1.5801771778244689,False
launch,0,2,2,0.0,1.0,2.2079100792290225,False
wiseacre,2,0,2,1.0,0.0,2.2079100792290225,False
selfempowering,10,0,10,1.0,0.0,1.263800607322629,False
bigwave,9,0,9,1.0,0.0,1.3051165324531304,False
pig,4,0,4,1.0,0.0,1.7076747986796954,False
terminal,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
oo,4,0,4,1.0,0.0,1.7076747986796954,False
giggly,0,6,6,0.0,1.0,1.4860623439945513,False
purgatory,1,3,4,0.25,0.75,1.7076747986796954,False
foundering,4,0,4,1.0,0.0,1.7076747986796954,False
hypertime,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
reverse,2,2,4,0.5,0.5,1.7076747986796954,False
interpersonal,0,1,1,0.0,1.0,2.915349597359391,False
dances,0,1,1,0.0,1.0,2.915349597359391,False
hades,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
toy,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
households,0,3,3,0.0,1.0,1.8945027402224985,False
martialarts,2,0,2,1.0,0.0,2.2079100792290225,False
posing,6,0,6,1.0,0.0,1.4860623439945513,False
tara,3,0,3,1.0,0.0,1.8945027402224985,False
reid,3,0,3,1.0,0.0,1.8945027402224985,False
sixtime,3,2,5,0.6,0.4,1.5801771778244689,False
tropic,3,1,4,0.75,0.25,1.7076747986796954,False
pageant,3,1,4,0.75,0.25,1.7076747986796954,False
stripe,0,3,3,0.0,1.0,1.8945027402224985,False
poky,2,0,2,1.0,0.0,2.2079100792290225,False
items,7,2,9,0.7777777777777778,0.2222222222222222,1.3051165324531304,False
matrix,7,0,7,1.0,0.0,1.4129163376989913,False
odor,6,0,6,1.0,0.0,1.4860623439945513,False
94minute,4,0,4,1.0,0.0,1.7076747986796954,False
steinis,0,5,5,0.0,1.0,1.5801771778244689,False
sexiness,0,4,4,0.0,1.0,1.7076747986796954,False
conan,0,8,8,0.0,1.0,1.3539550396145112,False
barbarian,0,4,4,0.0,1.0,1.7076747986796954,False
sommers,3,1,4,0.75,0.25,1.7076747986796954,False
titlebout,3,1,4,0.75,0.25,1.7076747986796954,False
belittle,4,0,4,1.0,0.0,1.7076747986796954,False
dylan,1,3,4,0.25,0.75,1.7076747986796954,False
ethan,2,0,2,1.0,0.0,2.2079100792290225,False
tempted,2,0,2,1.0,0.0,2.2079100792290225,False
threatens,3,1,4,0.75,0.25,1.7076747986796954,False
intellectually,4,1,5,0.8,0.2,1.5801771778244689,False
logistically,3,2,5,0.6,0.4,1.5801771778244689,False
drang,3,2,5,0.6,0.4,1.5801771778244689,False
jock,2,0,2,1.0,0.0,2.2079100792290225,False
béart,0,6,6,0.0,1.0,1.4860623439945513,False
berling,0,6,6,0.0,1.0,1.4860623439945513,False
videoviewing,3,0,3,1.0,0.0,1.8945027402224985,False
womanhood,0,2,2,0.0,1.0,2.2079100792290225,False
escapades,1,0,1,1.0,0.0,2.915349597359391,False
gander,2,0,2,1.0,0.0,2.2079100792290225,False
amuses,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
disapproval,1,1,2,0.5,0.5,2.2079100792290225,False
cowriters,1,3,4,0.25,0.75,1.7076747986796954,False
lo,2,2,4,0.5,0.5,1.7076747986796954,False
perpetually,7,0,7,1.0,0.0,1.4129163376989913,False
bypassing,3,0,3,1.0,0.0,1.8945027402224985,False
trivialize,4,0,4,1.0,0.0,1.7076747986796954,False
romero,3,0,3,1.0,0.0,1.8945027402224985,False
mindbending,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
qatsi,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
trilogy,1,4,5,0.2,0.8,1.5801771778244689,False
battles,3,0,3,1.0,0.0,1.8945027402224985,False
wishywashy,6,0,6,1.0,0.0,1.4860623439945513,False
buscemi,0,3,3,0.0,1.0,1.8945027402224985,False
rosario,0,3,3,0.0,1.0,1.8945027402224985,False
bravo,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
adventues,2,0,2,1.0,0.0,2.2079100792290225,False
terri,2,0,2,1.0,0.0,2.2079100792290225,False
pseudophilosophic,4,0,4,1.0,0.0,1.7076747986796954,False
romeo,4,0,4,1.0,0.0,1.7076747986796954,False
julietwest,4,0,4,1.0,0.0,1.7076747986796954,False
caviezel,0,1,1,0.0,1.0,2.915349597359391,False
instruct,0,4,4,0.0,1.0,1.7076747986796954,False
fastballs,0,5,5,0.0,1.0,1.5801771778244689,False
alas,6,1,7,0.8571428571428571,0.14285714285714285,1.4129163376989913,False
orc,0,1,1,0.0,1.0,2.915349597359391,False
urukhai,0,1,1,0.0,1.0,2.915349597359391,False
explored,0,1,1,0.0,1.0,2.915349597359391,False
refried,3,0,3,1.0,0.0,1.8945027402224985,False
flamelike,0,1,1,0.0,1.0,2.915349597359391,False
dignified,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
ceo,1,1,2,0.5,0.5,2.2079100792290225,False
retreat,2,0,2,1.0,0.0,2.2079100792290225,False
pee,2,0,2,1.0,0.0,2.2079100792290225,False
tree,2,2,4,0.5,0.5,1.7076747986796954,False
civilized,1,0,1,1.0,0.0,2.915349597359391,False
christ,2,0,2,1.0,0.0,2.2079100792290225,False
tad,4,0,4,1.0,0.0,1.7076747986796954,False
fahrenheit,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
coasting,2,0,2,1.0,0.0,2.2079100792290225,False
slapped,5,0,5,1.0,0.0,1.5801771778244689,False
followup,0,4,4,0.0,1.0,1.7076747986796954,False
24andunders,1,0,1,1.0,0.0,2.915349597359391,False
caddyshack,1,1,2,0.5,0.5,2.2079100792290225,False
ivan,3,4,7,0.42857142857142855,0.5714285714285714,1.4129163376989913,False
react,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
characterizes,5,0,5,1.0,0.0,1.5801771778244689,False
clips,7,1,8,0.875,0.125,1.3539550396145112,False
aftermath,1,3,4,0.25,0.75,1.7076747986796954,False
babyfaced,0,1,1,0.0,1.0,2.915349597359391,False
consciously,9,0,9,1.0,0.0,1.3051165324531304,False
grub,1,1,2,0.5,0.5,2.2079100792290225,False
hookers,0,3,3,0.0,1.0,1.8945027402224985,False
oversexed,5,0,5,1.0,0.0,1.5801771778244689,False
mission,5,6,11,0.45454545454545453,0.5454545454545454,1.2282553047251898,False
righteousness,0,9,9,0.0,1.0,1.3051165324531304,False
register,4,0,4,1.0,0.0,1.7076747986796954,False
pillowcases,5,0,5,1.0,0.0,1.5801771778244689,False
87,5,0,5,1.0,0.0,1.5801771778244689,False
moderately,1,7,8,0.125,0.875,1.3539550396145112,False
indieflick,1,1,2,0.5,0.5,2.2079100792290225,False
surveyed,0,2,2,0.0,1.0,2.2079100792290225,False
revisionism,3,1,4,0.75,0.25,1.7076747986796954,False
streaks,0,5,5,0.0,1.0,1.5801771778244689,False
derisive,6,0,6,1.0,0.0,1.4860623439945513,False
clunker,5,0,5,1.0,0.0,1.5801771778244689,False
fixated,2,0,2,1.0,0.0,2.2079100792290225,False
methodology,5,0,5,1.0,0.0,1.5801771778244689,False
looselyconnected,6,0,6,1.0,0.0,1.4860623439945513,False
actingworkshop,5,0,5,1.0,0.0,1.5801771778244689,False
exercises,5,0,5,1.0,0.0,1.5801771778244689,False
nurtures,0,5,5,0.0,1.0,1.5801771778244689,False
katz,0,1,1,0.0,1.0,2.915349597359391,False
hymn,1,1,2,0.5,0.5,2.2079100792290225,False
alreadyshallow,5,0,5,1.0,0.0,1.5801771778244689,False
corcuera,0,4,4,0.0,1.0,1.7076747986796954,False
meyjes,1,3,4,0.25,0.75,1.7076747986796954,False
underdogs,0,2,2,0.0,1.0,2.2079100792290225,False
tar,0,2,2,0.0,1.0,2.2079100792290225,False
lawmen,0,2,2,0.0,1.0,2.2079100792290225,False
miscalculations,4,0,4,1.0,0.0,1.7076747986796954,False
sullivan,0,4,4,0.0,1.0,1.7076747986796954,False
entries,0,3,3,0.0,1.0,1.8945027402224985,False
crosscultural,3,0,3,1.0,0.0,1.8945027402224985,False
touchingly,0,4,4,0.0,1.0,1.7076747986796954,False
mending,1,3,4,0.25,0.75,1.7076747986796954,False
communication,1,3,4,0.25,0.75,1.7076747986796954,False
eighties,0,2,2,0.0,1.0,2.2079100792290225,False
wrapping,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
sunbaked,0,4,4,0.0,1.0,1.7076747986796954,False
summery,0,5,5,0.0,1.0,1.5801771778244689,False
ahola,5,0,5,1.0,0.0,1.5801771778244689,False
52,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
decoder,3,0,3,1.0,0.0,1.8945027402224985,False
1933,0,2,2,0.0,1.0,2.2079100792290225,False
insiders,3,0,3,1.0,0.0,1.8945027402224985,False
encyclopedia,4,0,4,1.0,0.0,1.7076747986796954,False
inversion,2,0,2,1.0,0.0,2.2079100792290225,False
concubine,1,0,1,1.0,0.0,2.915349597359391,False
heartily,6,0,6,1.0,0.0,1.4860623439945513,False
uncommitted,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
specialinterest,1,3,4,0.25,0.75,1.7076747986796954,False
bearable,3,1,4,0.75,0.25,1.7076747986796954,False
bisset,0,6,6,0.0,1.0,1.4860623439945513,False
simmer,0,9,9,0.0,1.0,1.3051165324531304,False
gussied,3,1,4,0.75,0.25,1.7076747986796954,False
renewal,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
epicenter,0,2,2,0.0,1.0,2.2079100792290225,False
instability,0,2,2,0.0,1.0,2.2079100792290225,False
boarders,0,3,3,0.0,1.0,1.8945027402224985,False
intellectuals,0,2,2,0.0,1.0,2.2079100792290225,False
assures,5,0,5,1.0,0.0,1.5801771778244689,False
idling,4,0,4,1.0,0.0,1.7076747986796954,False
wearisome,4,0,4,1.0,0.0,1.7076747986796954,False
punishable,6,0,6,1.0,0.0,1.4860623439945513,False
chainsaw,6,0,6,1.0,0.0,1.4860623439945513,False
electoral,3,0,3,1.0,0.0,1.8945027402224985,False
mindbender,0,3,3,0.0,1.0,1.8945027402224985,False
usurp,0,4,4,0.0,1.0,1.7076747986796954,False
instrument,0,5,5,0.0,1.0,1.5801771778244689,False
reportedly,5,0,5,1.0,0.0,1.5801771778244689,False
harmed,3,0,3,1.0,0.0,1.8945027402224985,False
truckzilla,2,0,2,1.0,0.0,2.2079100792290225,False
cryin,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
dimensional,0,3,3,0.0,1.0,1.8945027402224985,False
impetuousness,1,0,1,1.0,0.0,2.915349597359391,False
venturesome,0,6,6,0.0,1.0,1.4860623439945513,False
profundity,0,8,8,0.0,1.0,1.3539550396145112,False
subjective,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
barrie,0,5,5,0.0,1.0,1.5801771778244689,False
wispy,0,6,6,0.0,1.0,1.4860623439945513,False
starmaking,0,5,5,0.0,1.0,1.5801771778244689,False
machinery,0,4,4,0.0,1.0,1.7076747986796954,False
sensationalize,1,1,2,0.5,0.5,2.2079100792290225,False
keener,0,3,3,0.0,1.0,1.8945027402224985,False
wistfully,0,3,3,0.0,1.0,1.8945027402224985,False
talkinganimal,1,0,1,1.0,0.0,2.915349597359391,False
according,2,2,4,0.5,0.5,1.7076747986796954,False
scrutinize,2,3,5,0.4,0.6,1.5801771778244689,False
proprietyobsessed,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
pc,4,1,5,0.8,0.2,1.5801771778244689,False
stability,2,0,2,1.0,0.0,2.2079100792290225,False
affinity,5,0,5,1.0,0.0,1.5801771778244689,False
eroticism,1,1,2,0.5,0.5,2.2079100792290225,False
somnambulant,5,0,5,1.0,0.0,1.5801771778244689,False
transfigures,9,1,10,0.9,0.1,1.263800607322629,False
engorged,4,1,5,0.8,0.2,1.5801771778244689,False
latesummer,0,4,4,0.0,1.0,1.7076747986796954,False
surfer,0,3,3,0.0,1.0,1.8945027402224985,False
woe,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
marveilleux,0,4,4,0.0,1.0,1.7076747986796954,False
cheered,0,7,7,0.0,1.0,1.4129163376989913,False
hitman,1,3,4,0.25,0.75,1.7076747986796954,False
fried,1,1,2,0.5,0.5,2.2079100792290225,False
pork,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
cineasts,0,1,1,0.0,1.0,2.915349597359391,False
denmark,0,3,3,0.0,1.0,1.8945027402224985,False
dogma,0,3,3,0.0,1.0,1.8945027402224985,False
updatings,0,2,2,0.0,1.0,2.2079100792290225,False
parrot,0,3,3,0.0,1.0,1.8945027402224985,False
epitaph,1,3,4,0.25,0.75,1.7076747986796954,False
dismissive,4,0,4,1.0,0.0,1.7076747986796954,False
blimp,3,0,3,1.0,0.0,1.8945027402224985,False
omnibus,1,3,4,0.25,0.75,1.7076747986796954,False
mobility,0,2,2,0.0,1.0,2.2079100792290225,False
50yearold,3,0,3,1.0,0.0,1.8945027402224985,False
reflected,0,4,4,0.0,1.0,1.7076747986796954,False
constrictive,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
eisenhower,0,2,2,0.0,1.0,2.2079100792290225,False
shatters,1,3,4,0.25,0.75,1.7076747986796954,False
skilled,0,4,4,0.0,1.0,1.7076747986796954,False
moviemakers,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
crashing,3,2,5,0.6,0.4,1.5801771778244689,False
lunar,5,0,5,1.0,0.0,1.5801771778244689,False
thrilled,2,3,5,0.4,0.6,1.5801771778244689,False
ireland,0,3,3,0.0,1.0,1.8945027402224985,False
sixtiesstyle,0,4,4,0.0,1.0,1.7076747986796954,False
slickness,0,4,4,0.0,1.0,1.7076747986796954,False
interpreting,4,0,4,1.0,0.0,1.7076747986796954,False
phantasms,3,1,4,0.75,0.25,1.7076747986796954,False
optic,0,2,2,0.0,1.0,2.2079100792290225,False
iheardajoke,3,0,3,1.0,0.0,1.8945027402224985,False
atafratparty,2,0,2,1.0,0.0,2.2079100792290225,False
comprehensible,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
dummies,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
nontechies,0,6,6,0.0,1.0,1.4860623439945513,False
underworld,0,2,2,0.0,1.0,2.2079100792290225,False
stupefying,3,0,3,1.0,0.0,1.8945027402224985,False
kathie,5,0,5,1.0,0.0,1.5801771778244689,False
gifford,5,0,5,1.0,0.0,1.5801771778244689,False
arriving,0,2,2,0.0,1.0,2.2079100792290225,False
resonances,2,2,4,0.5,0.5,1.7076747986796954,False
selfinflicted,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
plausible,5,0,5,1.0,0.0,1.5801771778244689,False
skeleton,0,6,6,0.0,1.0,1.4860623439945513,False
minorleague,4,0,4,1.0,0.0,1.7076747986796954,False
contempt,2,0,2,1.0,0.0,2.2079100792290225,False
traffics,6,0,6,1.0,0.0,1.4860623439945513,False
respects,0,5,5,0.0,1.0,1.5801771778244689,False
simpsons,1,0,1,1.0,0.0,2.915349597359391,False
roy,3,1,4,0.75,0.25,1.7076747986796954,False
1973,3,1,4,0.75,0.25,1.7076747986796954,False
amiss,1,1,2,0.5,0.5,2.2079100792290225,False
undogmatic,0,3,3,0.0,1.0,1.8945027402224985,False
neurosis,1,1,2,0.5,0.5,2.2079100792290225,False
watercolor,0,3,3,0.0,1.0,1.8945027402224985,False
dumbo,0,3,3,0.0,1.0,1.8945027402224985,False
horton,1,0,1,1.0,0.0,2.915349597359391,False
tighter,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
editorial,2,2,4,0.5,0.5,1.7076747986796954,False
firmer,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
bluto,0,1,1,0.0,1.0,2.915349597359391,False
blutarsky,0,1,1,0.0,1.0,2.915349597359391,False
allfrench,0,1,1,0.0,1.0,2.915349597359391,False
postwar,0,3,3,0.0,1.0,1.8945027402224985,False
plumbed,1,0,1,1.0,0.0,2.915349597359391,False
expectant,1,4,5,0.2,0.8,1.5801771778244689,False
adoring,1,7,8,0.125,0.875,1.3539550396145112,False
reception,1,9,10,0.1,0.9,1.263800607322629,False
outdoes,0,5,5,0.0,1.0,1.5801771778244689,False
circles,3,0,3,1.0,0.0,1.8945027402224985,False
obsessively,4,0,4,1.0,0.0,1.7076747986796954,False
bagatelle,3,0,3,1.0,0.0,1.8945027402224985,False
singlehanded,0,1,1,0.0,1.0,2.915349597359391,False
dilettante,1,1,2,0.5,0.5,2.2079100792290225,False
gushy,1,0,1,1.0,0.0,2.915349597359391,False
h,2,0,2,1.0,0.0,2.2079100792290225,False
virtue,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
leery,2,2,4,0.5,0.5,1.7076747986796954,False
contentedly,0,6,6,0.0,1.0,1.4860623439945513,False
acidity,1,3,4,0.25,0.75,1.7076747986796954,False
reaffirms,0,3,3,0.0,1.0,1.8945027402224985,False
relied,4,0,4,1.0,0.0,1.7076747986796954,False
bestowed,4,1,5,0.8,0.2,1.5801771778244689,False
gordy,4,1,5,0.8,0.2,1.5801771778244689,False
waldo,4,3,7,0.5714285714285714,0.42857142857142855,1.4129163376989913,False
mountains,0,5,5,0.0,1.0,1.5801771778244689,False
pascale,1,0,1,1.0,0.0,2.915349597359391,False
bailly,1,0,1,1.0,0.0,2.915349597359391,False
romcom,1,0,1,1.0,0.0,2.915349597359391,False
fuse,6,0,6,1.0,0.0,1.4860623439945513,False
louts,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
climbing,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
steps,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
stadiumseat,1,3,4,0.25,0.75,1.7076747986796954,False
drawings,4,0,4,1.0,0.0,1.7076747986796954,False
schiffer,2,2,4,0.5,0.5,1.7076747986796954,False
hossein,2,2,4,0.5,0.5,1.7076747986796954,False
amini,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
modernize,7,2,9,0.7777777777777778,0.2222222222222222,1.3051165324531304,False
reconceptualize,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
justine,0,1,1,0.0,1.0,2.915349597359391,False
tinge,0,2,2,0.0,1.0,2.2079100792290225,False
confuses,6,0,6,1.0,0.0,1.4860623439945513,False
protecting,0,3,3,0.0,1.0,1.8945027402224985,False
cub,0,3,3,0.0,1.0,1.8945027402224985,False
controlling,1,1,2,0.5,0.5,2.2079100792290225,False
cornball,1,1,2,0.5,0.5,2.2079100792290225,False
hustling,2,0,2,1.0,0.0,2.2079100792290225,False
boyd,1,0,1,1.0,0.0,2.915349597359391,False
guardian,2,0,2,1.0,0.0,2.2079100792290225,False
avon,2,0,2,1.0,0.0,2.2079100792290225,False
graphically,0,4,4,0.0,1.0,1.7076747986796954,False
fledgling,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
democracies,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
soullessness,3,2,5,0.6,0.4,1.5801771778244689,False
fizzability,1,1,2,0.5,0.5,2.2079100792290225,False
transgression,0,1,1,0.0,1.0,2.915349597359391,False
beallendall,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
modernoffice,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
execrable,2,0,2,1.0,0.0,2.2079100792290225,False
catsup,2,0,2,1.0,0.0,2.2079100792290225,False
stomp,0,1,1,0.0,1.0,2.915349597359391,False
100minute,1,0,1,1.0,0.0,2.915349597359391,False
dogged,1,1,2,0.5,0.5,2.2079100792290225,False
schools,3,0,3,1.0,0.0,1.8945027402224985,False
reimagining,0,3,3,0.0,1.0,1.8945027402224985,False
1930s,0,2,2,0.0,1.0,2.2079100792290225,False
superheroics,0,1,1,0.0,1.0,2.915349597359391,False
requires,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
sending,4,1,5,0.8,0.2,1.5801771778244689,False
perfervid,2,0,2,1.0,0.0,2.2079100792290225,False
ces,1,0,1,1.0,0.0,2.915349597359391,False
dusty,6,0,6,1.0,0.0,1.4860623439945513,False
leatherbound,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
actionthriller,0,3,3,0.0,1.0,1.8945027402224985,False
spirals,6,0,6,1.0,0.0,1.4860623439945513,False
meatier,0,3,3,0.0,1.0,1.8945027402224985,False
accidentprone,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
candidate,2,4,6,0.3333333333333333,0.6666666666666666,1.4860623439945513,False
valid,0,7,7,0.0,1.0,1.4129163376989913,False
august,1,0,1,1.0,0.0,2.915349597359391,False
plex,0,2,2,0.0,1.0,2.2079100792290225,False
futility,5,0,5,1.0,0.0,1.5801771778244689,False
50million,1,0,1,1.0,0.0,2.915349597359391,False
purists,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
crispin,5,0,5,1.0,0.0,1.5801771778244689,False
glover,5,0,5,1.0,0.0,1.5801771778244689,False
coriat,0,2,2,0.0,1.0,2.2079100792290225,False
coinage,1,3,4,0.25,0.75,1.7076747986796954,False
animé,1,0,1,1.0,0.0,2.915349597359391,False
unthinkable,2,2,4,0.5,0.5,1.7076747986796954,False
regimen,0,5,5,0.0,1.0,1.5801771778244689,False
mcwilliams,0,2,2,0.0,1.0,2.2079100792290225,False
mail,3,0,3,1.0,0.0,1.8945027402224985,False
errol,3,1,4,0.75,0.25,1.7076747986796954,False
morris,3,1,4,0.75,0.25,1.7076747986796954,False
emphasizing,4,1,5,0.8,0.2,1.5801771778244689,False
unstable,1,3,4,0.25,0.75,1.7076747986796954,False
delineate,1,4,5,0.2,0.8,1.5801771778244689,False
urges,1,4,5,0.2,0.8,1.5801771778244689,False
sanitised,4,0,4,1.0,0.0,1.7076747986796954,False
blownout,3,1,4,0.75,0.25,1.7076747986796954,False
adrenalized,0,6,6,0.0,1.0,1.4860623439945513,False
residences,0,3,3,0.0,1.0,1.8945027402224985,False
strips,0,2,2,0.0,1.0,2.2079100792290225,False
churchwary,0,5,5,0.0,1.0,1.5801771778244689,False
zoning,5,0,5,1.0,0.0,1.5801771778244689,False
ordinances,5,0,5,1.0,0.0,1.5801771778244689,False
criminals,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
depends,0,1,1,0.0,1.0,2.915349597359391,False
coos,0,6,6,0.0,1.0,1.4860623439945513,False
beseechingly,0,6,6,0.0,1.0,1.4860623439945513,False
fillers,5,0,5,1.0,0.0,1.5801771778244689,False
collide,1,8,9,0.1111111111111111,0.8888888888888888,1.3051165324531304,False
trusts,0,3,3,0.0,1.0,1.8945027402224985,False
germany,0,2,2,0.0,1.0,2.2079100792290225,False
democratic,0,2,2,0.0,1.0,2.2079100792290225,False
weimar,0,2,2,0.0,1.0,2.2079100792290225,False
republic,0,2,2,0.0,1.0,2.2079100792290225,False
orbits,0,8,8,0.0,1.0,1.3539550396145112,False
inevitably,5,9,14,0.35714285714285715,0.6428571428571429,1.145529333042945,False
pore,2,3,5,0.4,0.6,1.5801771778244689,False
slowness,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
amc,3,0,3,1.0,0.0,1.8945027402224985,False
tape,1,1,2,0.5,0.5,2.2079100792290225,False
readings,0,3,3,0.0,1.0,1.8945027402224985,False
types,4,1,5,0.8,0.2,1.5801771778244689,False
chuckling,4,0,4,1.0,0.0,1.7076747986796954,False
overflows,0,5,5,0.0,1.0,1.5801771778244689,False
kubrickmeetsspielberg,0,3,3,0.0,1.0,1.8945027402224985,False
jury,4,0,4,1.0,0.0,1.7076747986796954,False
honoring,4,1,5,0.8,0.2,1.5801771778244689,False
seldhal,1,4,5,0.2,0.8,1.5801771778244689,False
watches,0,1,1,0.0,1.0,2.915349597359391,False
float,0,1,1,0.0,1.0,2.915349597359391,False
claustrophic,6,1,7,0.8571428571428571,0.14285714285714285,1.4129163376989913,False
attics,4,1,5,0.8,0.2,1.5801771778244689,False
liana,0,3,3,0.0,1.0,1.8945027402224985,False
dognini,0,3,3,0.0,1.0,1.8945027402224985,False
alan,0,4,4,0.0,1.0,1.7076747986796954,False
warner,0,4,4,0.0,1.0,1.7076747986796954,False
irvine,0,4,4,0.0,1.0,1.7076747986796954,False
trainspotting,0,4,4,0.0,1.0,1.7076747986796954,False
810,1,1,2,0.5,0.5,2.2079100792290225,False
wazoo,4,0,4,1.0,0.0,1.7076747986796954,False
confession,2,0,2,1.0,0.0,2.2079100792290225,False
stumble,2,2,4,0.5,0.5,1.7076747986796954,False
engulfed,0,4,4,0.0,1.0,1.7076747986796954,False
tweener,6,0,6,1.0,0.0,1.4860623439945513,False
plods,3,0,3,1.0,0.0,1.8945027402224985,False
methodically,3,0,3,1.0,0.0,1.8945027402224985,False
ou,0,1,1,0.0,1.0,2.915349597359391,False
resuscitate,0,4,4,0.0,1.0,1.7076747986796954,False
freight,0,3,3,0.0,1.0,1.8945027402224985,False
gurus,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
doshas,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
moralcondundrum,1,1,2,0.5,0.5,2.2079100792290225,False
spanieleyed,0,1,1,0.0,1.0,2.915349597359391,False
jean,0,1,1,0.0,1.0,2.915349597359391,False
priggish,2,0,2,1.0,0.0,2.2079100792290225,False
halfdozen,4,0,4,1.0,0.0,1.7076747986796954,False
sweep,1,0,1,1.0,0.0,2.915349597359391,False
stallion,0,3,3,0.0,1.0,1.8945027402224985,False
cimarron,0,3,3,0.0,1.0,1.8945027402224985,False
accommodate,0,3,3,0.0,1.0,1.8945027402224985,False
claire,0,1,1,0.0,1.0,2.915349597359391,False
trot,3,0,3,1.0,0.0,1.8945027402224985,False
accumulate,3,0,3,1.0,0.0,1.8945027402224985,False
lint,4,0,4,1.0,0.0,1.7076747986796954,False
expanded,0,5,5,0.0,1.0,1.5801771778244689,False
jrr,0,3,3,0.0,1.0,1.8945027402224985,False
middleearth,0,3,3,0.0,1.0,1.8945027402224985,False
stylefree,3,0,3,1.0,0.0,1.8945027402224985,False
zombieland,0,2,2,0.0,1.0,2.2079100792290225,False
giggling,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
downhome,0,4,4,0.0,1.0,1.7076747986796954,False
schoolgirl,2,0,2,1.0,0.0,2.2079100792290225,False
leanest,0,3,3,0.0,1.0,1.8945027402224985,False
meanest,0,3,3,0.0,1.0,1.8945027402224985,False
roughhewn,10,0,10,1.0,0.0,1.263800607322629,False
andie,5,2,7,0.7142857142857143,0.2857142857142857,1.4129163376989913,False
echo,1,1,2,0.5,0.5,2.2079100792290225,False
warned,4,0,4,1.0,0.0,1.7076747986796954,False
freely,4,3,7,0.5714285714285714,0.42857142857142855,1.4129163376989913,False
niccol,0,1,1,0.0,1.0,2.915349597359391,False
insinuating,0,2,2,0.0,1.0,2.2079100792290225,False
ragged,6,0,6,1.0,0.0,1.4860623439945513,False
plunges,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
simpson,3,0,3,1.0,0.0,1.8945027402224985,False
perversely,1,3,4,0.25,0.75,1.7076747986796954,False
hurried,6,0,6,1.0,0.0,1.4860623439945513,False
kidnapper,3,0,3,1.0,0.0,1.8945027402224985,False
dwarfs,0,4,4,0.0,1.0,1.7076747986796954,False
elect,0,3,3,0.0,1.0,1.8945027402224985,False
grumbling,2,0,2,1.0,0.0,2.2079100792290225,False
